PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,
Q13283,G3BP1,0.175011947,0.169547426,0.184765528,0.181018192,0.273819055,0.260899491,0.280710167,0.274408309,0.280982517,0.178015069,0.274408309,-0.094873483,0.225022515,-18.26040506,8.90E-07,7.89E-05,6.292773632,"52,164",4.103095732,20,
Q15366,PCBP2,0.1688863,0.153816895,0.153798728,0.169429027,0.250292205,0.245098981,0.248037548,0.255796653,0.230255823,0.161351597,0.248037548,-0.08832361,0.205644542,-18.21570454,9.03E-07,7.89E-05,6.27544837,"38,580",4.103095732,20,
Q6P2Q9,PRPF8,0.121468636,0.128202612,0.122703302,0.122733819,0.179817093,0.183756992,0.175309137,0.188806806,0.172215047,0.122718561,0.179817093,-0.058145415,0.1528498,-18.21320048,9.04E-07,7.89E-05,6.274476549,"273,600",4.103095732,132,
Q05639,EEF1A2,0.088581536,0.126143647,0.112190826,0.113775306,0.399951689,0.390034204,0.445006303,0.454227253,0.41831681,0.112983066,0.41831681,-0.312132034,0.266238845,-18.10380453,9.39E-07,8.12E-05,6.231886849,"50,470",4.090651551,13,
Q12765,SCRN1,0.008031928,1.00E-07,0.007994948,0.009321629,0.075096101,0.086975475,0.094281646,0.08860461,0.09400153,0.008013438,0.08860461,-0.079902307,0.046288305,-17.95090803,9.91E-07,8.48E-05,6.171920548,"46,382",4.071437196,24,
P51965,UBE2E1,0.541492796,0.559713722,0.547319222,0.550649518,0.677086739,0.693080437,0.69411018,0.713844928,0.710639436,0.54898437,0.69411018,-0.144736757,0.622162193,-17.70360257,1.08E-06,9.17E-05,6.073819231,"21,404",4.03741886,1,
Q9UBB6,NCDN,0.505882354,0.519820141,0.494294757,0.49361476,0.66054441,0.638906135,0.64407056,0.663874841,0.665511022,0.500088555,0.66054441,-0.148445984,0.577625995,-17.66120705,1.10E-06,9.23E-05,6.056862193,"78,864",4.034815685,25,
Q6DKI1,RPL7L1,0.20618134,0.201478879,0.204998573,0.205754299,0.373814355,0.344565054,0.334038328,0.357876842,0.351542823,0.205376436,0.351542823,-0.147970373,0.278588459,-17.62377915,1.11E-06,9.27E-05,6.041857738,"28,661",4.032933718,13,
Q9NTK5,OLA1,0.007625222,1.00E-07,1.00E-07,1.00E-07,0.079109256,0.098613473,0.099805592,0.099759906,0.097748533,1.00E-07,0.098613473,-0.092415676,0.048114219,-17.50764903,1.16E-06,9.58E-05,5.995096076,"44,744",4.018718602,33,
P78371,CCT2,0.087848442,0.087812719,0.102658593,0.092016131,0.172819656,0.161426762,0.16803874,0.163372318,0.170060867,0.089932286,0.16803874,-0.073830398,0.12949917,-17.46169426,1.18E-06,9.65E-05,5.976504874,"57,488",4.01538051,42,
Q08431,MFGE8,0.684473174,0.666624136,0.650803505,0.679542252,0.85582702,0.838573624,0.868559839,0.836272314,0.846826863,0.673083194,0.846826863,-0.179447432,0.760084483,-17.30059029,1.25E-06,0.000101432,5.910936555,"43,123",3.993826065,8,
P12277,CKB,0.221626991,0.21354857,0.215144637,0.21327296,0.316911716,0.308984197,0.292821462,0.309393617,0.292833788,0.214346603,0.308984197,-0.091129459,0.261463019,-17.22446665,1.29E-06,0.000103384,5.879739819,"42,644",3.985546991,30,
O43747,AP1G1,0.002117973,0.017275903,0.011309993,1.00E-07,0.131720245,0.10573865,0.117877098,0.121359507,0.073156334,0.006713983,0.117877098,-0.111497883,0.063424934,-17.12750352,1.33E-06,0.000106205,5.839800637,"91,351",3.973855651,35,
Q02809,PLOD1,0.076811257,0.091480065,0.100474665,0.090885364,0.193085425,0.187027753,0.179011835,0.182382976,0.187548927,0.091182714,0.187027753,-0.09546416,0.137644917,-17.04247213,1.37E-06,0.000107932,5.804588108,"83,550",3.966851513,30,
P00966,ASS1,0.486482774,0.496415908,0.517207125,0.533144382,0.747091017,0.794146688,0.790695487,0.807664874,0.776877024,0.506811516,0.790695487,-0.276586969,0.646606032,-17.03743653,1.38E-06,0.000107932,5.802497256,"46,530",3.966851513,30,
P11047,LAMC1,0.372507045,0.396747421,0.365661191,0.399312148,0.557851531,0.541269985,0.572197814,0.55446127,0.555953093,0.384627233,0.555953093,-0.172888199,0.470001051,-16.84138443,1.48E-06,0.000114563,5.720606503,"177,603",3.940955392,53,
Q9Y3F4,STRAP,0.131291741,0.133655414,0.120655813,0.134240081,0.219603788,0.244015533,0.232165921,0.241657043,0.23355272,0.132473577,0.23355272,-0.104399809,0.182160667,-16.83194256,1.49E-06,0.000114563,5.716638484,"38,438",3.940955392,19,
Q15084,PDIA6,0.079854524,0.077960452,0.077333745,0.076026766,0.100619617,0.097631449,0.097222145,0.099467584,0.091790816,0.077647099,0.097631449,-0.020941327,0.088264535,-16.76415128,1.53E-06,0.000116541,5.688082836,"48,121",3.933523062,18,
P31153,MAT2A,0.531459486,0.545259941,0.506932551,0.505493819,0.905257296,0.899274335,0.892203416,0.820147526,0.880392465,0.519196019,0.892203416,-0.356934194,0.700753546,-16.69363774,1.57E-06,0.000117973,5.658257201,"43,661",3.928216944,18,
Q9UHF1,EGFL7,0.480061236,0.476611376,0.494582697,0.528520485,0.765117881,0.796195759,0.817582621,0.760421703,1.306724611,0.487321966,0.796195759,-0.289885543,0.63988672,-16.6881395,1.57E-06,0.000117973,5.655926259,"29,618",3.928216944,3,
P52306,RAP1GDS1,0.017987685,0.015684606,0.029176794,0.026318581,0.111205032,0.102836973,0.092891751,0.102473595,0.10294037,0.022153133,0.102836973,-0.080059921,0.062321877,-16.60103996,1.62E-06,0.000120941,5.618897878,"66,317",3.917428113,34,
P04406,GAPDH,0.07613326,0.073823805,0.068449174,0.077875378,0.114670611,0.122195544,0.118880408,0.122902828,0.120706584,0.074978532,0.120706584,-0.045591944,0.096866376,-16.53358541,1.66E-06,0.000123087,5.590087054,"36,053",3.909787976,33,
Q9BXS9,SLC26A6,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.235895476,0.259695935,0.235922223,0.190558184,0.146793781,1.00E-07,0.235895476,-0.230517854,0.115259027,-16.48753352,1.69E-06,0.000124214,5.570349906,"82,967",3.905829245,11,
Q9BTA9,WAC,0.106967741,0.115492961,0.101911342,0.106436508,0.322730936,0.281273665,0.292274252,0.270881003,0.345561533,0.106702125,0.292274252,-0.184087826,0.199746051,-16.46109961,1.71E-06,0.000124214,5.55899578,"70,724",3.905829245,13,
P26641,EEF1G,0.108293551,0.092348966,0.107610688,0.102810123,0.184826406,0.18191245,0.199539719,0.193098868,0.183199937,0.105210405,0.184826406,-0.087078529,0.146305096,-16.44754151,1.72E-06,0.000124214,5.553165104,"50,119",3.905829245,30,
O60488,ACSL4,0.336705286,0.33433289,0.346972022,0.310551773,0.486445932,0.517054142,0.499334011,0.488251307,0.505749536,0.335519088,0.499334011,-0.165630855,0.41495592,-16.40360243,1.75E-06,0.00012525,5.534235953,"79,188",3.902223599,30,
P55081,MFAP1,0.174066366,0.138248726,0.120618253,0.198039128,0.458179396,0.492321708,0.497141321,0.513935368,0.476601109,0.156157546,0.492321708,-0.33265133,0.324068783,-16.38541957,1.76E-06,0.00012525,5.526387852,"51,958",3.902223599,15,
Q07666,KHDRBS1,0.022644284,0.014999566,0.024260728,0.029964486,0.094613696,0.1070699,0.103074084,0.09132725,0.08861881,0.023452506,0.094613696,-0.076053967,0.060994249,-16.32243637,1.80E-06,0.000127341,5.499135526,"48,227",3.895030731,13,
P61011,SRP54,0.176658367,0.169680291,0.158201963,0.187116208,0.274369351,0.269450133,0.276899463,0.270266338,0.269776302,0.173169329,0.270266338,-0.099832114,0.222830264,-16.25802893,1.85E-06,0.000128994,5.471158048,"55,705",3.889429472,26,
Q9BUR4,WRAP53,0.195423735,0.275811766,0.209778422,0.217305451,0.535794216,0.518001507,0.544235331,0.51105796,0.469938995,0.213541936,0.518001507,-0.30269241,0.375926048,-16.24337221,1.86E-06,0.000128994,5.464775962,"59,309",3.889429472,10,
A6NKF1,SAC3D1,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.75179478,0.973858558,0.99941565,0.989667184,0.440984098,1.00E-07,0.973858558,-0.928683943,0.464342072,-16.23045544,1.87E-06,0.000128994,5.459146749,"43,553",3.889429472,5,
Q96J84,KIRREL1,1.260391435,1.243758737,1.289525565,1.204838961,1.56756017,1.589766272,1.6083155,1.556498776,1.692237302,1.252075086,1.589766272,-0.330906505,1.415081927,-16.20561228,1.89E-06,0.000129164,5.448307354,"83,536",3.888859807,22,
Q00610,CLTC,0.044330442,0.046725606,0.051924128,0.049299752,0.087909684,0.084057859,0.081592474,0.088414675,0.084232606,0.048012679,0.084232606,-0.037423691,0.066781828,-16.18857009,1.90E-06,0.000129164,5.44086203,"191,615",3.888859807,96,
P62280,RPS11,1.00E-07,0.005262354,0.0359525,1.00E-07,0.156797912,0.164365074,0.14830577,0.164741387,0.153462664,0.002631227,0.156797912,-0.148248772,0.08442815,-16.16368254,1.92E-06,0.000129164,5.429975192,"18,431",3.888859807,17,
Q15637,SF1,0.078110821,0.088335254,0.088959545,0.070920458,0.155591756,0.152928944,0.161819182,0.154798841,0.103786342,0.083223037,0.154798841,-0.074703161,0.1189331,-16.14057705,1.94E-06,0.000129164,5.419852926,"68,330",3.888859807,22,
Q96L91,EP400,0.480792866,0.465254023,0.484327223,0.473964487,0.579546769,0.576672924,0.601004128,0.581670085,0.567984177,0.477378677,0.579546769,-0.108638827,0.530404063,-16.12988858,1.94E-06,0.000129164,5.415165529,"343,489",3.888859807,56,
P60660,MYL6,0.123268107,0.094736857,0.102190543,0.118374822,0.254135343,0.2331122,0.26119026,0.250896104,0.241104738,0.110282683,0.250896104,-0.140190895,0.179738029,-16.11088244,1.96E-06,0.000129164,5.406822796,"16,930",3.888859807,10,
Q96I59,NARS2,0.021822878,0.028891924,0.025665648,0.027668513,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.026667081,1.00E-07,0.026012141,0.013006171,16.09617467,1.97E-06,0.000129164,5.40036009,"54,090",3.888859807,17,
Q10570,CPSF1,0.143039241,0.123342052,0.146968911,0.131785937,0.300153491,0.274883006,0.296353805,0.268140803,0.293027297,0.137412589,0.293027297,-0.148598741,0.210583406,-16.07713631,1.98E-06,0.000129212,5.391985746,"160,884",3.888698241,43,
O00443,PIK3C2A,0.056880533,0.056084725,0.064319439,0.049788104,0.182427812,0.202259292,0.210339849,0.226048523,0.192410739,0.056482629,0.202259292,-0.148500669,0.131018535,-16.05258105,2.00E-06,0.00012938,5.381170092,"190,680",3.888134053,42,
Q8N5K1,CISD2,0.038142624,0.039043595,0.0261599,0.026612229,0.093882052,0.091554137,0.095755044,0.100535423,0.092248636,0.032377427,0.093882052,-0.062942077,0.063960625,-16.03412269,2.02E-06,0.00012938,5.373029035,"15,278",3.888134053,7,
P62879,GNB2,0.224903365,0.233539993,0.241938477,0.241924134,0.333762033,0.343556992,0.354763932,0.360780439,0.343629897,0.237732063,0.343629897,-0.112639357,0.29189617,-16.02043545,2.03E-06,0.00012938,5.366986247,"37,331",3.888134053,5,
Q6UUV7,CRTC3,0.033724905,1.00E-07,0.029067296,0.073958821,0.319981523,0.371884128,0.31881514,0.337951797,0.278439396,0.031396101,0.319981523,-0.302970366,0.185672964,-15.97608541,2.06E-06,0.000130752,5.347370756,"66,959",3.88355293,6,
O60346,PHLPP1,0.887216458,1.16343125,1.152639044,1.19484185,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.898203736,1.158035147,1.00E-07,1.099532051,0.549766125,15.94691789,2.09E-06,0.000131004,5.334440738,"184,672",3.882714167,5,
Q14669,TRIP12,0.445987271,0.441592047,0.415254437,0.419765795,0.570133668,0.565835596,0.552496101,0.567021583,0.574415221,0.430678921,0.567021583,-0.133221849,0.497260812,-15.93663151,2.10E-06,0.000131004,5.329875154,"220,434",3.882714167,50,
Q9HCB6,SPON1,0.372440177,0.237489726,0.194041473,0.076830423,2.820079791,3.226774754,2.918612237,3.624291407,3.179079999,0.215765599,3.179079999,-2.927239097,1.683819998,-15.85405051,2.17E-06,0.000134443,5.293115201,"90,973",3.871463389,7,
Q7LG56,RRM2B,0.185966753,0.13357847,0.172354864,0.162935475,0.344912367,0.344174818,0.331440035,0.340373838,0.331530659,0.16764517,0.340373838,-0.176516374,0.251967078,-15.82524523,2.19E-06,0.000135081,5.280248075,"40,737",3.869407233,14,
O60739,EIF1B,0.569724726,0.555922397,0.512811966,0.525961837,0.9081877,0.835288514,0.860779211,0.904841697,0.840438975,0.540942117,0.860779211,-0.336169049,0.709189756,-15.78840551,2.22E-06,0.000136165,5.263758066,"12,824",3.865935404,3,
P09960,LTA4H,0.078949276,0.081447705,0.088853229,0.099299801,0.179984325,0.182243845,0.191004178,0.20122538,0.196554902,0.085150467,0.191004178,-0.101476929,0.137875967,-15.72530416,2.28E-06,0.000138714,5.23542398,"69,285",3.857879483,35,
O75954,TSPAN9,0.970696176,0.895495813,0.898438691,0.976563171,1.481689019,1.502468654,1.387610065,1.43121273,1.252692659,0.934567434,1.43121273,-0.515446654,1.19302179,-15.66746431,2.33E-06,0.000141033,5.20935314,"26,779",3.850678658,2,
O43290,SART1,0.192553667,0.185543757,0.188142433,0.202215705,0.286428749,0.299038028,0.30369812,0.316438512,0.299979632,0.19034805,0.299979632,-0.109286962,0.246757371,-15.64072597,2.36E-06,0.000141628,5.197268771,"90,255",3.848850645,33,
P57076,C21orf59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.311944296,0.707936021,-15.5834134,2.41E-06,0.000143995,5.171297254,"33,224",3.841653208,NA,
Q8IWZ8,SUGP1,0.32041895,0.339151264,0.382094496,0.366956447,0.658992197,0.608075634,0.670957053,0.640825819,0.706211796,0.353053855,0.658992197,-0.292557387,0.498433982,-15.55070022,2.45E-06,0.000144413,5.156430629,"72,471",3.84039384,21,
P27361,MAPK3,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.076208666,0.060452598,0.065400381,0.056504938,0.030632741,1.00E-07,0.060452598,-0.064641546,0.032320873,-15.51580336,2.48E-06,0.000144413,5.140537435,"43,136",3.84039384,18,
Q9BQ52,ELAC2,0.124201303,0.119082107,0.112297695,0.119261569,0.196942099,0.197922247,0.219314249,0.205347363,0.170855549,0.119171838,0.197922247,-0.086170821,0.161796079,-15.50952243,2.49E-06,0.000144413,5.137673136,"92,219",3.84039384,34,
Q92542,NCSTN,0.379672659,0.437171991,0.420626968,0.44304817,0.661174472,0.702692021,0.672410905,0.666486718,0.66738309,0.428899479,0.66738309,-0.255561082,0.547910488,-15.49851404,2.50E-06,0.000144413,5.132650191,"78,411",3.84039384,12,
P26358,DNMT1,0.286144704,0.268877341,0.307826227,0.274535426,0.435034409,0.431608045,0.427419547,0.451804963,0.44275812,0.280340065,0.435034409,-0.152120816,0.360406333,-15.49762109,2.50E-06,0.000144413,5.1322426,"183,165",3.84039384,47,
Q8WWK9,CKAP2,1.191671815,1.295018005,1.367473914,1.267848098,2.276821109,2.155138443,2.37760162,2.160201695,2.367395527,1.281433051,2.276821109,-0.961937759,1.761471837,-15.47037123,2.53E-06,0.00014511,5.119793029,"76,987",3.838303571,13,
Q13325,IFIT5,0.144001747,0.170455312,0.130564455,0.125423238,0.38644409,0.362107046,0.36357016,0.333957279,0.306760167,0.137283101,0.362107046,-0.218908456,0.252065416,-15.36333023,2.64E-06,0.000149608,5.070678637,"55,847",3.825044443,10,
P31431,SDC4,0.693080184,0.773318284,0.786862294,0.81704001,1.33396879,1.319565242,1.22725342,1.294999674,1.323982127,0.780090289,1.319565242,-0.526371589,1.030760987,-15.34605077,2.66E-06,0.000149608,5.062718479,"21,642",3.825044443,4,
Q9BUA3,C11orf84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.430444683,0.736956908,-15.34075086,2.66E-06,0.000149608,5.060275183,"41,037",3.825044443,NA,
Q9NQT5,EXOSC3,0.095112455,0.091264309,0.088299527,0.074473238,1.00E-07,1.00E-07,1.00E-07,0.013536627,0.025104777,0.089781918,1.00E-07,0.083903151,0.045335807,15.33516417,2.67E-06,0.000149608,5.05769878,"29,572",3.825044443,14,
Q9Y2Z0,SUGT1,0.085147905,0.095915582,0.103811344,0.088394694,0.2161142,0.237475297,0.239131833,0.259338035,0.223263918,0.092155138,0.237475297,-0.14469746,0.165666111,-15.30278396,2.71E-06,0.000150426,5.042747776,"41,024",3.822676019,23,
Q9Y5M8,SRPRB,0.131681045,0.111711777,0.111458779,0.133885778,0.225356746,0.227655554,0.214790819,0.221701268,0.21532215,0.121696411,0.221701268,-0.100191752,0.172280221,-15.29243142,2.72E-06,0.000150426,5.037961081,"29,702",3.822676019,14,
P31689,DNAJA1,0.279204239,0.294549545,0.274006897,0.311493325,0.501197743,0.566999409,0.545107929,0.563007895,0.557392828,0.286876892,0.557392828,-0.254264742,0.416945873,-15.22418271,2.79E-06,0.000153785,5.006324679,"44,868",3.813087228,22,
Q99873,PRMT1,0.052153752,0.053961623,0.047064772,0.056165002,0.094614009,0.091486903,0.086615335,0.092576612,0.088221458,0.053057688,0.091486903,-0.038986927,0.071829751,-15.19602683,2.83E-06,0.000154534,4.993232345,"42,462",3.810976216,20,
Q6P1L8,MRPL14,0.031656237,0.030704228,0.024079079,0.063138527,0.172012921,0.168249627,0.168646652,0.164098891,0.28320742,0.031180232,0.168646652,-0.130857505,0.10282327,-15.18369803,2.84E-06,0.000154534,4.987491987,"15,948",3.810976216,3,
Q96D70,R3HDM4,0.590047283,0.600897214,0.627663698,0.605473931,0.935901809,1.054727861,0.980368403,0.976302281,1.082043217,0.603185573,0.980368403,-0.380804557,0.79642281,-15.15441298,2.88E-06,0.000155501,4.973838262,"30,350",3.808267081,2,
P54105,CLNS1A,0.27949466,0.284418462,0.273753323,0.278627262,0.46191616,0.459886846,0.422305398,0.423935119,0.458422094,0.279060961,0.458422094,-0.162937454,0.360542154,-15.11432985,2.92E-06,0.000156464,4.955107871,"26,215",3.805586122,5,
O60551,NMT2,0.093854107,0.102244669,0.097801303,0.1257539,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.06878759,0.100022986,1.00E-07,0.104913395,0.052456797,15.11143851,2.93E-06,0.000156464,4.953754889,"56,980",3.805586122,10,
Q659C4,LARP1B,0.392231609,0.357792941,0.376587188,0.380994469,0.573318242,0.554527866,0.582096247,0.612009469,0.600115352,0.378790829,0.582096247,-0.203586404,0.478694754,-15.07343271,2.97E-06,0.000158039,4.9359466,"105,322",3.801234705,3,
Q9BY77,POLDIP3,0.248340585,0.272045796,0.28006638,0.283376536,0.552095972,0.495480722,0.490378648,0.534555594,0.468310215,0.276056088,0.495480722,-0.247170409,0.394542529,-15.05760497,2.99E-06,0.000158174,4.928517185,"46,089",3.800864029,19,
Q9BTE3,MCMBP,0.237306538,0.210265959,0.24880304,0.214792191,0.427064702,0.40817206,0.40020064,0.388343067,0.415072511,0.226049364,0.40817206,-0.178153185,0.316868525,-15.0217315,3.04E-06,0.000159644,4.911649968,"72,980",3.796847062,25,
P61160,ACTR2,0.169904263,0.176196306,0.168742526,0.165855049,0.25543762,0.23602935,0.255949144,0.257740538,0.241827501,0.169323395,0.25543762,-0.081114627,0.21073185,-15.0071309,3.06E-06,0.000159712,4.904773615,"44,761",3.796661345,22,
O75794,CDC123,1.1212579,1.181010121,1.161955257,1.143873936,1.564754866,1.645762816,1.718978641,1.647611051,1.733543327,1.152914597,1.647611051,-0.49225254,1.398150573,-14.97853809,3.09E-06,0.000160724,4.891288346,"39,135",3.793918615,11,
P01137,TGFB1,1.286711128,1.344828672,1.330059331,1.36400952,2.460874348,2.451543066,2.164443493,2.413484714,2.15405639,1.337444001,2.413484714,-1.041184243,1.851994284,-14.95418875,3.13E-06,0.000161464,4.879784456,"44,341",3.791924915,9,
Q9UGT4,SUSD2,0.34425311,0.31083706,0.293904938,0.305609917,0.480724942,0.493760063,0.471883891,0.48461752,0.481681868,0.308223489,0.481681868,-0.169095348,0.39819893,-14.91699521,3.18E-06,0.00016235,4.862176701,"90,208",3.789546929,22,
P22102,GART,1.00E-07,0.002246699,1.00E-07,0.001129842,0.037763168,0.037737847,0.032982945,0.044939356,0.03249895,0.000564971,0.037737847,-0.037511644,0.019600007,-14.91464598,3.18E-06,0.00016235,4.861063106,"107,767",3.789546929,46,
Q02543,RPL18A,1.00E-07,1.00E-07,0.038257581,1.00E-07,0.173843908,0.159729971,0.181063984,0.190599496,0.125276837,1.00E-07,0.173843908,-0.16674487,0.092936905,-14.89284009,3.21E-06,0.000162945,4.850718326,"20,762",3.78795958,12,
Q13309,SKP2,0.470844538,0.508585072,0.501438056,0.415589389,1.090770404,0.944235731,1.015175304,0.989608609,1.143696453,0.486141297,1.015175304,-0.535833248,0.742030888,-14.87598354,3.23E-06,0.000163088,4.842711328,"47,761",3.787578346,8,
P22083,FUT4,0.465043571,0.300610225,0.122714436,0.291675098,2.152708235,2.76238519,2.695648664,2.457353199,2.135557993,0.296142662,2.457353199,-2.222012989,1.406017327,-14.86479208,3.25E-06,0.000163088,4.837390365,"59,084",3.787578346,2,
P08123,COL1A2,1.041357006,1.069866748,0.79831958,1.07639683,2.05552563,2.011048438,1.980366262,2.119948738,1.748549374,1.055611877,2.011048438,-1.045237226,1.519103654,-14.79985115,3.34E-06,0.000166715,4.80643646,"129,314",3.778024531,12,
P19387,POLR2C,0.114002556,0.138262995,0.113929275,0.111202283,0.267725871,0.248502069,0.265618008,0.288503235,0.250379376,0.113965915,0.265618008,-0.148238018,0.193468287,-14.77825355,3.37E-06,0.000167342,4.79611248,"31,441",3.776394559,11,
P53611,RABGGTB,0.002989846,1.00E-07,0.012070278,0.001413861,0.150089579,0.110317899,0.144118254,0.141300313,0.186944973,0.002201853,0.144118254,-0.13233799,0.070287516,-14.67356952,3.52E-06,0.000174022,4.745861332,"36,924",3.759396359,8,
O00299,CLIC1,0.041545632,0.033606303,0.042409149,0.040621845,0.076820942,0.080781557,0.072997451,0.077253654,0.069576389,0.041083738,0.076820942,-0.037417669,0.058254567,-14.64241418,3.57E-06,0.000175414,4.730838078,"26,923",3.755935398,17,
O14763,TNFRSF10B,1.671742948,1.705535763,1.681191523,1.778270731,2.415753506,2.388087585,2.249050005,2.312633931,2.483485528,1.693363643,2.388087585,-0.632196015,2.025283249,-14.61374241,3.61E-06,0.000175805,4.716984727,"47,878",3.754968389,10,
Q6ULP2,AFTPH,0.141446969,0.062458247,0.094547292,0.114047451,0.54426136,0.514069006,0.636638459,0.618253236,0.539739402,0.104297371,0.54426136,-0.475180525,0.340715253,-14.60189895,3.63E-06,0.000175805,4.71125455,"102,113",3.754968389,9,
P26006,ITGA3,0.058967574,0.054808193,0.06027247,0.074835668,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.059620022,1.00E-07,0.062220876,0.031110538,14.60022137,3.63E-06,0.000175805,4.710442525,"116,612",3.754968389,11,
