,baseMean,log2FoldChange,pvalue,padj,gene_name,present in APEX-RNCseq lyso?,present in APEX-RNCseq cyto?,present in FULL APEX-RNCseq lyso,present in FULL APEX-RNC cyto list,present in p300,present in Psig,present in Fsig
ENSG00000172239.14,519.2301784,-0.455216442,0.000894765,0.004677351,PAIP1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000185129.7,335.7469736,-0.456046429,0.001597733,0.007838081,PURA,#N/A,#N/A,yes,#N/A,#N/A,yes,#N/A
ENSG00000119844.15,253.5656126,-0.456303306,0.002060127,0.009816469,AFTPH,#N/A,#N/A,yes,#N/A,yes,#N/A,yes
ENSG00000135454.14,250.4313527,-0.456541657,0.003266564,0.014672757,B4GALNT1,#N/A,yes,#N/A,yes,#N/A,#N/A,yes
ENSG00000100201.21,2387.854616,-0.456642557,0.000128312,0.000794098,DDX17,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000115840.14,362.2164184,-0.456892648,0.000530603,0.002916801,SLC25A12,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000173209.23,434.6011604,-0.45694468,0.002941191,0.013395626,AHSA2P,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000140993.11,115.9019168,-0.456990266,0.009299662,0.03561296,TIGD7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000173418.12,95.17361293,-0.457723793,0.013931519,0.049600224,NAA20,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000166173.11,135.1239444,-0.457947885,0.005564805,0.023258891,LARP6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000197798.9,108.573314,-0.458268702,0.008143662,0.031962441,FAM118B,#N/A,#N/A,#N/A,#N/A,#N/A,yes,#N/A
ENSG00000138764.15,147.4414009,-0.458507827,0.012795084,0.046354544,CCNG2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000171786.6,659.6288676,-0.4609385,0.000682531,0.003659768,NHLH1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000134440.12,712.7686103,-0.461129506,0.000108838,0.000682242,NARS,#N/A,yes,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000001497.16,217.8864292,-0.461192239,0.008257382,0.032303897,LAS1L,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000103550.14,178.9435158,-0.461209533,0.003150778,0.014206334,KNOP1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000164975.15,526.0233506,-0.462153398,0.000679004,0.003642573,SNAPC3,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000011677.13,269.6966887,-0.462408264,0.000658982,0.003544637,GABRA3,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000196776.16,712.6230036,-0.462518843,0.000232142,0.001373489,CD47,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000089053.13,300.6744268,-0.462639638,0.000420996,0.002370881,ANAPC5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000154767.14,126.7420542,-0.463361534,0.008942983,0.03449883,XPC,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000141458.13,144.2268146,-0.4635555,0.006626255,0.026953903,NPC1,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000232295.7,95.61232995,-0.464045132,0.012298391,0.044884404,AL589935.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000204977.10,251.1640238,-0.46415215,0.0020231,0.009662117,TRIM13,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000105856.14,118.569968,-0.464467252,0.011603699,0.042773325,HBP1,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000138381.10,282.7519097,-0.464586701,0.0008906,0.004657006,ASNSD1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000175087.10,201.9531378,-0.464679918,0.000869215,0.004555339,PDIK1L,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000197714.9,325.5186488,-0.464788718,0.001709497,0.008323263,ZNF460,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000143847.15,220.8065983,-0.4655685,0.012104493,0.044318976,PPFIA4,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000122042.10,523.1332834,-0.465647436,0.00020384,0.001218721,UBL3,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000147853.17,112.7988228,-0.467721434,0.006703488,0.02719438,AK3,#N/A,#N/A,#N/A,#N/A,#N/A,yes,#N/A
ENSG00000122729.19,116.4814346,-0.468405732,0.007614508,0.030268496,ACO1,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000234377.7,164.3984735,-0.469028627,0.001378073,0.00688651,OBI1-AS1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000171798.18,88.43559755,-0.469411696,0.009389518,0.035907832,KNDC1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000005801.18,391.7913885,-0.469607259,0.000122041,0.000758167,ZNF195,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000064726.10,395.0618639,-0.469697213,0.000415882,0.002343139,BTBD1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000154319.16,149.5954926,-0.470333158,0.003491266,0.015559166,FAM167A,#N/A,#N/A,#N/A,#N/A,#N/A,yes,#N/A
ENSG00000166170.9,354.1770804,-0.471246979,0.001641026,0.008025291,BAG5,#N/A,#N/A,#N/A,#N/A,yes,yes,yes
ENSG00000198216.12,672.9979608,-0.471426567,0.001932515,0.009268417,CACNA1E,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000147324.11,239.4569639,-0.471537223,0.001624933,0.007954882,MFHAS1,#N/A,yes,#N/A,yes,#N/A,#N/A,yes
ENSG00000160716.6,202.3608214,-0.471797368,0.009326186,0.035703606,CHRNB2,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000121350.16,119.5024476,-0.472794775,0.004567533,0.019650493,PYROXD1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000135392.16,105.5914878,-0.474206915,0.007037512,0.028296118,DNAJC14,#N/A,#N/A,#N/A,#N/A,#N/A,yes,#N/A
ENSG00000149218.5,436.4319541,-0.474576619,0.000399667,0.002259239,ENDOD1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000152700.14,289.7050343,-0.474687413,0.000461723,0.002578191,SAR1B,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000182934.12,195.2285992,-0.474690698,0.00087941,0.004604268,SRPRA,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000137094.14,229.201574,-0.474711303,0.004596461,0.019752728,DNAJB5,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000156103.16,599.4489761,-0.474990411,0.000299161,0.001728591,MMP16,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000073008.15,160.5445373,-0.475080389,0.003983095,0.017475854,PVR,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000277531.2,149.8512265,-0.475093603,0.01309759,0.047218009,PNMA8C,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000129990.15,357.094814,-0.475140085,0.002411757,0.011277202,SYT5,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000154511.12,91.22911886,-0.475196531,0.012227859,0.044683479,DIPK1A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000168214.20,575.1578758,-0.475799576,3.38E-05,0.000229492,RBPJ,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000182473.22,414.4443728,-0.475957642,0.00143823,0.007155685,EXOC7,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000166479.10,182.13595,-0.47663463,0.001434543,0.007138289,TMX3,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000117360.13,212.5861285,-0.476749371,0.001904546,0.009149478,PRPF3,#N/A,yes,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000165280.16,553.2619182,-0.476765356,0.000450178,0.002520475,VCP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000204899.6,104.6645491,-0.476885839,0.007585709,0.030177968,MZT1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000131238.17,335.0561233,-0.476987828,0.000380884,0.002161858,PPT1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000103042.9,116.4927523,-0.477337467,0.011680798,0.043023718,SLC38A7,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000170854.18,122.1120368,-0.477429012,0.003638168,0.016125758,RIOX2,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000146457.16,364.9832013,-0.477756562,0.000484468,0.002690779,WTAP,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000112308.13,290.2544835,-0.47788812,0.000614698,0.003330301,C6orf62,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000197077.13,188.814778,-0.477916299,0.000705774,0.003774689,KIAA1671,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000177614.11,146.5928871,-0.478045405,0.00395212,0.01736351,PGBD5,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000181222.16,1423.938714,-0.478122814,0.001721842,0.008374867,POLR2A,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000102870.6,165.521437,-0.478257621,0.011484466,0.042411368,ZNF629,#N/A,yes,#N/A,yes,#N/A,yes,yes
ENSG00000005007.12,107.256675,-0.478800623,0.013249135,0.047649908,UPF1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000090372.15,253.1830984,-0.479067879,0.005096081,0.021554247,STRN4,#N/A,#N/A,#N/A,yes,yes,yes,yes
ENSG00000149187.18,705.5865351,-0.479380915,0.000897097,0.004688363,CELF1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000259203.2,160.341912,-0.48019987,0.013810203,0.049266453,AC016044.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000143756.12,171.9413557,-0.48063094,0.001029194,0.005306309,FBXO28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000146676.10,168.5189824,-0.480710268,0.006386699,0.026126708,PURB,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000215252.11,182.6383171,-0.480961877,0.007831669,0.030977519,GOLGA8B,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000255129.6,102.9094057,-0.481192994,0.007063033,0.028379931,AP000880.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000150401.15,109.5888259,-0.481922963,0.00927865,0.035550759,DCUN1D2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000141378.14,228.0820419,-0.482315357,0.001584284,0.007783297,PTRH2,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000124228.14,327.1023915,-0.482390666,0.00038765,0.002194619,DDX27,#N/A,yes,#N/A,yes,yes,#N/A,yes
ENSG00000272333.5,258.9347812,-0.482510396,0.003514167,0.015646361,KMT2B,#N/A,#N/A,#N/A,yes,yes,#N/A,yes
ENSG00000273275.1,296.7993706,-0.482835334,0.001605014,0.007868656,AC017083.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000084774.14,121.0638002,-0.484117225,0.005703915,0.023753022,CAD,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000019144.19,181.14483,-0.48421867,0.009899701,0.037486215,PHLDB1,#N/A,yes,#N/A,yes,yes,#N/A,yes
ENSG00000155850.7,79.77421776,-0.484485196,0.013573028,0.048568092,SLC26A2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000182272.12,130.7441325,-0.484508529,0.012682027,0.046020478,B4GALNT4,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000181904.9,363.7038963,-0.484932389,0.000367022,0.002090769,C5orf24,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000068097.14,111.7553422,-0.485017534,0.004298503,0.018645228,HEATR6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000197780.10,88.73918046,-0.48519021,0.009764236,0.037095198,TAF13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000204789.4,155.0851311,-0.486087527,0.004264434,0.018520998,ZNF204P,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000198089.16,118.8879801,-0.487219327,0.007072864,0.028416393,SFI1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000275832.5,165.1811163,-0.487606343,0.00285973,0.013072205,ARHGAP23,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000183808.11,205.717217,-0.487737865,0.002093438,0.009953709,RBM12B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000085274.15,158.7445042,-0.489676668,0.001116509,0.005698553,MYNN,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000068650.18,868.7783029,-0.489687179,0.000767104,0.004069644,ATP11A,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000133703.12,487.8875311,-0.489768196,8.03E-05,0.00051436,KRAS,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000174796.12,231.8530434,-0.491102792,0.002575987,0.011932144,THAP6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000116871.15,620.789635,-0.491349845,0.001785794,0.008648739,MAP7D1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000196263.8,91.12774355,-0.491443917,0.013414734,0.048102575,ZNF471,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000179523.5,87.62661347,-0.492110404,0.013424165,0.048131795,EIF3J-DT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000271913.7,70.37084362,-0.492203395,0.013153526,0.04738325,AL035530.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000172113.9,136.1794601,-0.492533239,0.005129568,0.021664142,NME6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000168556.7,117.2084603,-0.492557465,0.002639603,0.012183209,ING2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000169047.5,265.8921409,-0.492686251,0.002271499,0.01069197,IRS1,#N/A,#N/A,#N/A,yes,yes,#N/A,yes
ENSG00000174672.16,168.0710409,-0.493138585,0.011599585,0.042762361,BRSK2,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000149115.14,201.6209722,-0.49317069,0.008975817,0.034598211,TNKS1BP1,yes,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000185742.7,140.5897392,-0.493357142,0.003253491,0.014621036,C11orf87,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000167635.11,456.5507468,-0.493386752,0.000323416,0.001857872,ZNF146,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000137338.5,107.74526,-0.493486679,0.012845147,0.046508975,PGBD1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000231551.8,83.56402279,-0.494091419,0.012583021,0.045723102,AC245100.4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000232040.4,145.6333923,-0.494437206,0.001964649,0.009404506,ZBED9,#N/A,#N/A,#N/A,yes,yes,#N/A,#N/A
ENSG00000173542.8,278.9075864,-0.494659916,0.000358733,0.002047473,MOB1B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000178171.10,167.3401814,-0.494776019,0.003885444,0.017094586,AMER3,#N/A,yes,#N/A,yes,#N/A,yes,#N/A
ENSG00000145990.11,350.1002448,-0.494948668,0.00238492,0.011172597,GFOD1,#N/A,yes,#N/A,yes,#N/A,#N/A,yes
ENSG00000157224.16,196.4157725,-0.495408591,0.000724565,0.003868023,CLDN12,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000163428.4,158.1167612,-0.49685163,0.002700718,0.012433174,LRRC58,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000165516.11,278.2701706,-0.49693037,0.000250177,0.001467474,KLHDC2,#N/A,#N/A,#N/A,#N/A,#N/A,yes,#N/A
ENSG00000137040.10,354.8440993,-0.497199759,9.50E-05,0.000600527,RANBP6,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000166068.13,209.3786297,-0.497209685,0.000333106,0.001910318,SPRED1,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000197343.11,410.3843448,-0.497246686,0.000500508,0.002771163,ZNF655,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000164040.18,157.4233487,-0.497443763,0.003091009,0.0139762,PGRMC2,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000196482.17,124.8209626,-0.498830543,0.00448162,0.01933508,ESRRG,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000169992.10,270.7505722,-0.499391393,0.003286602,0.01474864,NLGN2,#N/A,yes,#N/A,yes,#N/A,yes,yes
ENSG00000130726.12,162.6600146,-0.499540647,0.011941346,0.043824249,TRIM28,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000115806.13,181.3953982,-0.499818499,0.001271449,0.00640916,GORASP2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000173258.13,466.4284553,-0.499875591,7.61E-05,0.000490159,ZNF483,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000133460.19,290.55174,-0.500020153,0.014025804,0.049855502,SLC2A11,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000154642.11,83.87773014,-0.500081363,0.008359192,0.032614309,C21orf91,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000126107.15,107.2772579,-0.500713762,0.006527764,0.026608066,HECTD3,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000114648.12,172.6586001,-0.500831341,0.001685402,0.00821554,KLHL18,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000145882.11,88.12344674,-0.500847108,0.009059008,0.034872858,PCYOX1L,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000171604.12,297.429304,-0.500983923,0.001410244,0.007028559,CXXC5,yes,#N/A,yes,#N/A,#N/A,yes,#N/A
ENSG00000166704.11,134.3502444,-0.50120524,0.002313669,0.01087274,ZNF606,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000158941.16,245.7296446,-0.502231415,0.00113826,0.005798526,CCAR2,#N/A,yes,#N/A,yes,yes,#N/A,yes
ENSG00000172172.8,79.43646546,-0.503439123,0.013182346,0.047459734,MRPL13,#N/A,#N/A,yes,#N/A,yes,#N/A,#N/A
ENSG00000121864.10,200.2356114,-0.503492507,0.002399863,0.011229981,ZNF639,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000197841.15,134.932756,-0.503972535,0.005381179,0.022595454,ZNF181,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000139668.9,333.0015163,-0.50432634,0.000272036,0.001583567,WDFY2,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000109576.14,140.4898974,-0.504473645,0.002485812,0.011584506,AADAT,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000070159.14,111.5874489,-0.505348062,0.003143529,0.014179508,PTPN3,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000129696.12,176.6232849,-0.505729022,0.000530312,0.002915631,TTI2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000178163.8,382.6123304,-0.506235641,3.88E-05,0.000260885,ZNF518B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000251201.8,86.85356807,-0.506308979,0.011333142,0.041936656,TMED7-TICAM2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000177885.15,350.6125467,-0.506431322,0.000474556,0.002641589,GRB2,#N/A,#N/A,#N/A,#N/A,#N/A,yes,yes
ENSG00000099991.18,254.2158212,-0.506560761,0.008224399,0.032215161,CABIN1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000221823.11,1149.950522,-0.506639497,0.000242539,0.001428253,PPP3R1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000155229.21,195.3427794,-0.506974416,0.003242698,0.014583785,MMS19,#N/A,#N/A,#N/A,#N/A,yes,#N/A,yes
ENSG00000100109.17,123.8193719,-0.507176745,0.006917483,0.027878675,TFIP11,#N/A,#N/A,#N/A,#N/A,yes,#N/A,yes
ENSG00000101146.13,128.0390326,-0.507220332,0.002491312,0.011603802,RAE1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000014216.15,136.3588579,-0.507286186,0.007137438,0.028635973,CAPN1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000100321.15,192.7329995,-0.508074022,0.012977729,0.046875958,SYNGR1,#N/A,yes,#N/A,yes,#N/A,yes,yes
ENSG00000182224.12,202.894295,-0.508378081,0.00225577,0.01063394,CYB5D1,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000092096.16,178.3825565,-0.508526042,0.002577691,0.01193709,SLC22A17,#N/A,yes,#N/A,yes,#N/A,#N/A,yes
ENSG00000162714.12,184.5270326,-0.508539888,0.004435713,0.019161404,ZNF496,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000186272.12,75.38387687,-0.508755975,0.01376343,0.049136964,ZNF17,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000158850.15,93.766564,-0.508981575,0.009007601,0.034703445,B4GALT3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000117394.23,128.5640765,-0.509047054,0.003628927,0.016096208,SLC2A1,#N/A,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000115368.10,247.9312303,-0.509197396,0.00140039,0.006985011,WDR75,#N/A,yes,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000178467.18,86.88626562,-0.509658407,0.013821077,0.049295874,P4HTM,#N/A,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000164086.10,68.33987345,-0.509964611,0.012489476,0.045427172,DUSP7,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000167281.19,392.5924985,-0.510135188,0.000479398,0.002665382,RBFOX3,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000183722.9,234.3911591,-0.511865495,0.000353219,0.002018261,LHFPL6,yes,#N/A,yes,#N/A,#N/A,yes,yes
ENSG00000204954.10,246.9586895,-0.512092947,0.001492286,0.007386983,C12orf73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000116062.15,835.0154485,-0.512178416,1.55E-05,0.000109791,MSH6,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000012817.15,233.1870196,-0.512292376,0.003086333,0.013961118,KDM5D,#N/A,#N/A,#N/A,#N/A,#N/A,yes,#N/A
ENSG00000257921.6,85.53634705,-0.51296482,0.005912312,0.024441856,AC025165.3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000040633.13,146.323112,-0.513814604,0.001739265,0.008449562,PHF23,yes,#N/A,yes,#N/A,#N/A,#N/A,yes
ENSG00000169762.17,128.2292014,-0.513825637,0.001165512,0.005925294,TAPT1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000215717.6,143.6896286,-0.513853767,0.001175095,0.005969965,TMEM167B,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000171867.17,593.9561009,-0.514493835,0.00017686,0.001067787,PRNP,#N/A,yes,#N/A,yes,yes,yes,yes
ENSG00000004777.18,154.3427381,-0.51492883,0.004223285,0.018382701,ARHGAP33,#N/A,#N/A,#N/A,yes,#N/A,yes,yes
ENSG00000122390.19,135.2051311,-0.51510738,0.00248822,0.01159285,NAA60,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000135482.7,69.56685589,-0.515115791,0.014024063,0.049854038,ZC3H10,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000106780.9,285.2278707,-0.515902368,8.48E-05,0.000540814,MEGF9,#N/A,yes,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000196867.8,92.98296782,-0.515961496,0.004215228,0.018361163,ZFP28,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000177054.14,93.3376255,-0.516596711,0.004144609,0.018099028,ZDHHC13,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000063587.14,107.6674981,-0.516698666,0.005372509,0.022565738,ZNF275,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000154639.19,1266.65564,-0.517241388,3.62E-07,3.03E-06,CXADR,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000135801.9,132.0893715,-0.517659249,0.001615533,0.007918156,TAF5L,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,yes
ENSG00000081760.17,166.2949469,-0.517671321,0.002012715,0.009617414,AACS,#N/A,#N/A,#N/A,yes,#N/A,#N/A,yes
ENSG00000196220.16,477.5297848,-0.518868771,0.000170777,0.001034524,SRGAP3,#N/A,yes,#N/A,yes,#N/A,#N/A,yes
ENSG00000153291.16,191.2917198,-0.518914643,0.002556587,0.011855452,SLC25A27,#N/A,#N/A,#N/A,yes,#N/A,#N/A,#N/A
ENSG00000117475.14,111.8185173,-0.519373075,0.00268509,0.012373371,BLZF1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000103740.10,148.0084932,-0.519386247,0.001141182,0.005811836,ACSBG1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000189337.17,223.0831345,-0.519414777,0.00037733,0.002143627,KAZN,#N/A,#N/A,#N/A,yes,yes,yes,yes
ENSG00000146281.6,82.55509116,-0.519478317,0.009744012,0.037034942,PM20D2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
ENSG00000177565.16,873.1829005,-0.520037475,1.66E-05,0.000117048,TBL1XR1,#N/A,#N/A,#N/A,#N/A,yes,yes,yes
ENSG00000179833.4,103.5176287,-0.520357193,0.005340303,0.022470705,SERTAD2,yes,#N/A,yes,#N/A,#N/A,#N/A,#N/A
ENSG00000179240.11,399.5160748,-0.520498506,8.45E-05,0.000539293,GVQW3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
