Index,UCSC_Gene_Symbol,Ingenuity_Gene_Symbol,Ingenuity_Gene_Description,Ingenuity_Gene_Product_Location,Ingenuity_Gene_Product_Type,Log2_Mean_CYTOSOL,Log2_Mean_LYSOSOME,Linear_Fold_Change_LYSOSOME_vs_CYTOSOL,Log2_Fold_Change_LYSOSOME_vs_CYTOSOL,Welch_Ttest_uncorrected_P_LYSOSOME_vs_CYTOSOL,Welch_Ttest_BH_FDR_corrected_P_LYSOSOME_vs_CYTOSOL
G25735,ZEB2,ZEB2,zinc finger E-box binding homeobox 2,Nucleus,transcription regulator,6.421361254,7.751812486,2.514813185,1.330451232,4.26E-09,7.93E-06
G3924,COL5A2,COL5A2,collagen type V alpha 2 chain,Extracellular Space,other,2.5,3.830102886,2.514206044,1.330102886,0.000108354,0.001183154
G1725,BIRC5,BIRC5,baculoviral IAP repeat containing 5,Cytoplasm,other,2.5,3.829318914,2.512840176,1.329318914,6.35E-06,0.000237905
G20619,SATB2,SATB2,SATB homeobox 2,Nucleus,transcription regulator,4.165408657,5.490606215,2.505671973,1.325197559,6.61E-06,0.00024435
G9693,KREMEN1,KREMEN1,kringle containing transmembrane protein 1,Plasma Membrane,other,3.88696461,5.207829015,2.498157446,1.320864406,2.16E-05,0.00043934
G24641,TTYH2,TTYH2,tweety family member 2,Other,ion channel,3.621822255,4.941163485,2.495521321,1.31934123,6.64E-07,7.13E-05
G5148,DOCK1,DOCK1,dedicator of cytokinesis 1,Cytoplasm,other,4.147478514,5.461064417,2.485585797,1.313585903,4.27E-06,0.000191868
G1022,ARAP1,ARAP1,"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1",Cytoplasm,other,2.5,3.811594274,2.482156834,1.311594274,0.000195645,0.001692181
G17438,OSTF1,OSTF1,osteoclast stimulating factor 1,Nucleus,transcription regulator,3.877503389,5.186304922,2.477356571,1.308801533,5.41E-07,6.57E-05
G2437,C8orf46,VXN,vexin,Other,other,2.5,3.806288093,2.473044318,1.306288093,0.000143905,0.001406506
G20956,SERPING1,SERPING1,serpin family G member 1,Extracellular Space,other,4.131404848,5.436898766,2.47168333,1.305493918,6.33E-05,0.000855697
G8195,HIST1H2BK,H2BC12,H2B clustered histone 12,Nucleus,other,3.65157515,4.956195506,2.47018716,1.304620355,0.000114987,0.001224187
G12799,LRRN2,LRRN2,leucine rich repeat neuronal 2,Plasma Membrane,other,4.164189958,5.468500717,2.469657125,1.304310759,4.14E-06,0.000188887
G3118,CD99,CD99,CD99 molecule (Xg blood group),Plasma Membrane,other,3.167908944,4.47140977,2.468271041,1.303500826,1.60E-06,0.000109577
G20390,RPS7,RPS7,ribosomal protein S7,Cytoplasm,other,7.216801489,8.517998141,2.464332033,1.301196651,1.12E-05,0.000310942
G21034,SGK1,SGK1,serum/glucocorticoid regulated kinase 1,Cytoplasm,kinase,2.78056837,4.081082269,2.463166069,1.300513899,9.37E-06,0.000288393
G22736,ST5,DENND2B,DENN domain containing 2B,Cytoplasm,enzyme,4.663635982,5.962876582,2.460993078,1.2992406,0.00017092,0.00154401
G5941,EYA4,EYA4,EYA transcriptional coactivator and phosphatase 4,Cytoplasm,phosphatase,2.5,3.797068536,2.457290694,1.297068536,8.74E-05,0.001036913
G16574,NOTCH3,NOTCH3,notch receptor 3,Plasma Membrane,transcription regulator,2.534356754,3.824293961,2.445174127,1.289937207,0.000341325,0.002458455
G10413,LINC00648,LINC00648,long intergenic non-protein coding RNA 648,Other,other,3.335024578,4.621216505,2.438834614,1.286191927,1.74E-06,0.000114403
G25751,ZFHX4,ZFHX4,zinc finger homeobox 4,Nucleus,transcription regulator,3.696198063,4.981559907,2.437431786,1.285361844,1.43E-05,0.000353765
G9921,LAPTM4A,LAPTM4A,lysosomal protein transmembrane 4 alpha,Cytoplasm,other,5.867871315,7.151351732,2.434255189,1.283480417,5.86E-07,6.80E-05
G15609,MRC2,MRC2,mannose receptor C type 2,Plasma Membrane,transmembrane receptor,2.5,3.783246202,2.43386003,1.283246202,0.000531068,0.00329015
G8250,HLA-C,HLA-C,"major histocompatibility complex, class I, C",Plasma Membrane,other,2.563014705,3.846078044,2.433551555,1.283063339,5.58E-06,0.000217787
G24940,UNC5A,UNC5A,unc-5 netrin receptor A,Plasma Membrane,transmembrane receptor,2.5,3.782917529,2.433305614,1.282917529,1.32E-06,0.000103226
G8575,HTR3A,HTR3A,5-hydroxytryptamine receptor 3A,Plasma Membrane,ion channel,2.5,3.777726865,2.42456657,1.277726865,0.000454722,0.00298633
G13451,MGC70870,MGC70870,C-terminal binding protein 2 pseudogene,Other,other,2.5,3.776070238,2.42178407,1.276070238,1.59E-05,0.000372442
G20853,SEMA3E,SEMA3E,semaphorin 3E,Extracellular Space,other,5.521218398,6.795847714,2.41936647,1.274629316,1.84E-06,0.000119107
G500,AGT,AGT,angiotensinogen,Extracellular Space,growth factor,2.5,3.774258334,2.418744422,1.274258334,0.000107596,0.00117786
G4637,DCC,DCC,DCC netrin 1 receptor,Plasma Membrane,transmembrane receptor,5.295208975,6.567847125,2.416029634,1.27263815,4.87E-05,0.000722646
G1991,C11orf96,C11orf96,chromosome 11 open reading frame 96,Other,other,2.760431924,4.02836662,2.408165755,1.267934697,0.000101767,0.001138158
G20688,SCD5,SCD5,stearoyl-CoA desaturase 5,Cytoplasm,enzyme,6.824294675,8.086299541,2.398287917,1.262004866,9.83E-06,0.000293759
G20745,SCPEP1,SCPEP1,serine carboxypeptidase 1,Cytoplasm,peptidase,2.5,3.759882168,2.39476181,1.259882168,0.00038146,0.002652045
G8249,HLA-B,HLA-B,"major histocompatibility complex, class I, B",Plasma Membrane,transmembrane receptor,2.848332448,4.104300806,2.388273992,1.255968358,3.20E-06,0.000165312
G8199,HIST1H2BO,H2BC17,H2B clustered histone 17,Nucleus,other,2.5,3.749300209,2.377260841,1.249300209,0.000901457,0.004666432
G7157,GCA,GCA,grancalcin,Cytoplasm,other,2.545684492,3.791042456,2.370773711,1.245357965,8.31E-06,0.000273209
G18608,POU6F2,POU6F2,POU class 6 homeobox 2,Nucleus,transcription regulator,3.829166977,5.074486443,2.370710446,1.245319466,3.67E-05,0.00060003
G8183,HIST1H2AM,H2AC17,H2A clustered histone 17,Nucleus,other,3.546326635,4.790636969,2.369052769,1.244310334,0.000669959,0.003852339
G16779,NTRK3,NTRK3,neurotrophic receptor tyrosine kinase 3,Plasma Membrane,kinase,4.702913221,5.94654145,2.367932947,1.243628229,1.78E-05,0.000401468
G18898,PRKD3,PRKD3,protein kinase D3,Nucleus,kinase,4.95397065,6.190986646,2.35710495,1.237015996,2.32E-07,4.35E-05
G8206,HIST1H3G,H3C8,H3 clustered histone 8,Nucleus,other,2.5,3.737004598,2.357086329,1.237004598,0.000844769,0.004478321
G4849,DFNB31,WHRN,whirlin,Plasma Membrane,other,2.817260004,4.054066928,2.356763389,1.236806924,4.42E-05,0.000676869
G17827,PCSK6,PCSK6,proprotein convertase subtilisin/kexin type 6,Extracellular Space,peptidase,2.517473488,3.753880137,2.356109597,1.236406649,0.00018016,0.00159495
G6007,FAM105A,OTULINL,OTU deubiquitinase with linear linkage specificity like,Other,other,4.109030055,5.337552093,2.343268119,1.228522038,4.55E-05,0.000690177
G9452,KIAA1217,KIAA1217,KIAA1217,Cytoplasm,other,2.5,3.728257306,2.342838173,1.228257306,0.001283335,0.005919379
G12503,LOC642366, , , , ,3.705307179,4.931726291,2.339854971,1.226419112,3.02E-05,0.000525522
G16347,NEUROD4,NEUROD4,neuronal differentiation 4,Nucleus,transcription regulator,4.76196108,5.982975583,2.331105831,1.221014503,4.85E-06,0.000199373
G20522,RYR3,RYR3,ryanodine receptor 3,Plasma Membrane,ion channel,2.951265122,4.169141461,2.326040698,1.217876339,0.000524764,0.003265533
G8285,HMCN2,HMCN2,hemicentin 2,Extracellular Space,other,3.036469538,4.24878265,2.317088442,1.212313112,0.000142203,0.001396733
G6094,FAM162A,FAM162A,family with sequence similarity 162 member A,Cytoplasm,other,3.199197755,4.411012866,2.316288748,1.211815111,2.11E-05,0.000432237
G17900,PDIA6,PDIA6,protein disulfide isomerase family A member 6,Cytoplasm,enzyme,6.266417214,7.474136188,2.309721609,1.207718974,1.71E-06,0.000114403
G1759,BMP3,BMP3,bone morphogenetic protein 3,Extracellular Space,growth factor,2.555531733,3.762131445,2.307930391,1.206599712,0.000178674,0.001582927
G17869,PDE4D,PDE4D,phosphodiesterase 4D,Cytoplasm,enzyme,5.407227907,6.611209957,2.303746621,1.20398205,2.89E-05,0.000514246
G3760,CLSTN2,CLSTN2,calsyntenin 2,Plasma Membrane,transporter,5.755955042,6.95948651,2.303027228,1.203531468,0.000150205,0.001432294
G8638,ID4,ID4,inhibitor of DNA binding 4,Nucleus,transcription regulator,8.768544121,9.971808796,2.302601377,1.203264675,8.65E-07,8.19E-05
G15984,MYO10,MYO10,myosin X,Cytoplasm,enzyme,4.921458524,6.124142917,2.301675409,1.202684393,0.000261921,0.002041863
G18247,PKIB,PKIB,cAMP-dependent protein kinase inhibitor beta,Other,other,5.169397894,6.372051454,2.301626219,1.202653561,0.000441262,0.002923599
G24727,TYMS,TYMS,thymidylate synthetase,Nucleus,enzyme,2.5,3.701606863,2.299956959,1.201606863,1.27E-05,0.000330145
G18393,PLS3,PLS3,plastin 3,Cytoplasm,other,2.5,3.699202687,2.296127392,1.199202687,0.000572468,0.003462667
G17722,PCDH18,PCDH18,protocadherin 18,Extracellular Space,other,2.5,3.693836129,2.28760209,1.193836129,2.96E-05,0.000519152
G18888,PRKCE,PRKCE,protein kinase C epsilon,Cytoplasm,kinase,6.704012316,7.897582321,2.287180151,1.193570005,3.32E-07,5.28E-05
G5271,DSG2,DSG2,desmoglein 2,Plasma Membrane,other,2.549447012,3.742785841,2.286813685,1.193338829,7.07E-06,0.00025332
G14,AACSP1,AACSP1,acetoacetyl-CoA synthetase pseudogene 1,Other,other,3.702710863,4.895671654,2.286214535,1.192960791,4.66E-06,0.000196579
G9898,LAMB2,LAMB2,laminin subunit beta 2,Extracellular Space,enzyme,2.5,3.692205284,2.28501761,1.192205284,0.000148558,0.001431678
G19767,REST,REST,RE1 silencing transcription factor,Nucleus,transcription regulator,3.680150622,4.87095641,2.282802089,1.190805788,0.000301652,0.002257931
G17435,OST4,OST4,"oligosaccharyltransferase complex subunit 4, non-catalytic",Cytoplasm,other,5.253881023,6.444291714,2.282177005,1.190410691,0.000343352,0.002468752
G23366,TEAD1,TEAD1,TEA domain transcription factor 1,Nucleus,transcription regulator,4.289025839,5.475522347,2.275993611,1.186496508,2.16E-06,0.00013084
G25757,ZFP3,ZFP3,ZFP3 zinc finger protein,Nucleus,transcription regulator,2.5,3.681956395,2.268842394,1.181956395,0.000266535,0.002066149
G20200,ROBO3,ROBO3,roundabout guidance receptor 3,Plasma Membrane,transmembrane receptor,2.5,3.676735796,2.260647099,1.176735796,3.52E-05,0.000578432
G25626,ZBTB18,ZBTB18,zinc finger and BTB domain containing 18,Nucleus,transcription regulator,5.881896646,7.055666451,2.25600428,1.173769805,4.17E-05,0.000655699
G1064,ARHGAP26,ARHGAP26,Rho GTPase activating protein 26,Cytoplasm,other,3.273609743,4.446285314,2.254293829,1.172675572,8.78E-07,8.19E-05
G20470,RTKN,RTKN,rhotekin,Cytoplasm,other,2.832591501,4.004796166,2.253558132,1.172204665,3.36E-05,0.000559917
G5659,EMP2,EMP2,epithelial membrane protein 2,Plasma Membrane,other,2.5,3.670010097,2.250132717,1.170010097,0.001223723,0.005718853
G24107,TNS1,TNS1,tensin 1,Plasma Membrane,other,2.582182481,3.749640293,2.246155506,1.167457812,0.000274636,0.002107867
G18706,PPP1R1C,PPP1R1C,protein phosphatase 1 regulatory inhibitor subunit 1C,Cytoplasm,phosphatase,5.312432339,6.47315761,2.235697923,1.160725271,1.61E-06,0.000109577
G3736,CLMN,CLMN,calmin,Cytoplasm,other,3.64509637,4.805361233,2.234984557,1.160264863,5.54E-05,0.000783843
G16738,NSMCE1,NSMCE1,"NSE1 homolog, SMC5-SMC6 complex component",Nucleus,transporter,3.575842838,4.730148477,2.225771728,1.15430564,0.000128147,0.001312471
G317,ADAMTS9,ADAMTS9,ADAM metallopeptidase with thrombospondin type 1 motif 9,Extracellular Space,peptidase,2.5,3.654295715,2.225756417,1.154295715,6.28E-05,0.000850897
G3795,CMTM7,CMTM7,CKLF like MARVEL transmembrane domain containing 7,Extracellular Space,cytokine,2.5,3.654090166,2.225439323,1.154090166,0.000374644,0.002622296
G8180,HIST1H2AJ,H2AC14,H2A clustered histone 14,Nucleus,other,2.5,3.653602378,2.224687009,1.153602378,0.001051339,0.005182734
G12666,LPPR5, , , , ,6.14286215,7.292970955,2.219306313,1.150108805,9.40E-06,0.00028842
G24113,TOB1,TOB1,"transducer of ERBB2, 1",Nucleus,transcription regulator,3.814231806,4.963711932,2.218339422,1.149480125,0.000920186,0.004727964
G19270,PTRHD1,PTRHD1,peptidyl-tRNA hydrolase domain containing 1,Cytoplasm,other,3.710537155,4.856333794,2.212682786,1.145796639,0.000473265,0.003050885
G6144,FAM189A1,ENTREP2,endosomal transmembrane epsin interactor 2,Other,other,3.925119628,5.069775205,2.210933414,1.144655577,6.73E-05,0.000890962
G21837,SNCG,SNCG,synuclein gamma,Cytoplasm,other,7.577337883,8.720576603,2.208763144,1.14323872,4.59E-06,0.000195916
G18293,PLAG1,PLAG1,PLAG1 zinc finger,Nucleus,transcription regulator,3.079667934,4.221990444,2.207360873,1.14232251,5.94E-06,0.000227518
G16599,NPC2,NPC2,NPC intracellular cholesterol transporter 2,Extracellular Space,transporter,2.5,3.633058734,2.193232464,1.133058734,2.88E-05,0.000512931
G3169,CDH10,CDH10,cadherin 10,Plasma Membrane,other,4.888130275,6.018783179,2.189578091,1.130652904,1.90E-05,0.000414508
G23910,TMEM38B,TMEM38B,transmembrane protein 38B,Nucleus,ion channel,3.531178666,4.656528362,2.181544188,1.125349696,0.000422936,0.002838566
G6907,FSTL1,FSTL1,follistatin like 1,Extracellular Space,other,5.377295798,6.502044295,2.180635286,1.124748497,5.44E-05,0.000770728
G6994,GABBR1,GABBR1,gamma-aminobutyric acid type B receptor subunit 1,Plasma Membrane,G-protein coupled receptor,8.321052632,9.441155548,2.173624778,1.120102917,2.19E-06,0.00013093
G16464,NKX2-5,NKX2-5,NK2 homeobox 5,Nucleus,transcription regulator,2.5,3.61716693,2.169205796,1.11716693,0.000149439,0.001432294
G20366,RPS27A,RPS27A,ribosomal protein S27a,Cytoplasm,other,6.826321128,7.942436297,2.167624966,1.116115169,9.67E-05,0.001098437
G1631,BCHE,BCHE,butyrylcholinesterase,Plasma Membrane,enzyme,3.993333821,5.109099846,2.167100446,1.115766025,1.10E-05,0.000307239
G934,APCDD1,APCDD1,APC down-regulated 1,Plasma Membrane,other,3.76645959,4.88188521,2.166589178,1.11542562,5.11E-05,0.00074358
G1763,BMP7,BMP7,bone morphogenetic protein 7,Extracellular Space,growth factor,3.567626879,4.682441139,2.165671254,1.11481426,8.74E-05,0.001036913
G872,ANXA2,ANXA2,annexin A2,Plasma Membrane,other,5.885564091,6.99767813,2.161621665,1.112114039,2.36E-05,0.000457202
G6721,FLNC,FLNC,filamin C,Cytoplasm,other,4.505754847,5.617157139,2.160555501,1.111402292,0.000831051,0.004429532
G1767,BMPER,BMPER,BMP binding endothelial regulator,Extracellular Space,other,2.585185206,3.693981153,2.156655808,1.108795947,0.00055667,0.003404525
G1050,ARHGAP11A,ARHGAP11A,Rho GTPase activating protein 11A,Cytoplasm,other,2.513912337,3.620026541,2.152650648,1.106114204,0.001692081,0.007165573
G7872,GULP1,GULP1,GULP PTB domain containing engulfment adaptor 1,Cytoplasm,other,2.747250331,3.85029274,2.148072086,1.103042409,0.000486404,0.003109729
G23140,TAPBP,TAPBP,TAP binding protein,Cytoplasm,transporter,4.967678262,6.068750401,2.145140495,1.101072139,0.000224049,0.001846433
G6603,FGFR2,FGFR2,fibroblast growth factor receptor 2,Plasma Membrane,kinase,2.5,3.598767316,2.141716193,1.098767316,0.000799326,0.004316033
G1278,ASIC4,ASIC4,acid sensing ion channel subunit family member 4,Plasma Membrane,ion channel,8.220726626,9.31804778,2.139570406,1.097321154,2.38E-06,0.000135513
G9902,LAMC1,LAMC1,laminin subunit gamma 1,Extracellular Space,other,5.726755062,6.82257267,2.137341752,1.095817607,7.17E-05,0.000916045
G22547,SPON1,SPON1,spondin 1,Extracellular Space,other,4.224468728,5.319772053,2.136579982,1.095303325,0.000159635,0.001480891
G3767,CLU,CLU,clusterin,Cytoplasm,other,3.934050873,5.026667973,2.13260548,1.0926171,1.60E-05,0.000373913
G19759,REPS2,REPS2,RALBP1 associated Eps domain containing 2,Cytoplasm,other,3.199625836,4.288772313,2.127481339,1.089146477,0.000133462,0.001343612
G8948,INSM1,INSM1,INSM transcriptional repressor 1,Nucleus,transcription regulator,5.015970498,6.104270104,2.12623286,1.088299606,0.000113465,0.001217395
G12931,MAB21L2,MAB21L2,mab-21 like 2,Nucleus,other,3.944624076,5.032711085,2.125919558,1.088087009,1.31E-06,0.000103226
G1463,ATRAID,ATRAID,all-trans retinoic acid induced differentiation factor,Nucleus,other,4.038134056,5.12581652,2.125323515,1.087682464,2.63E-06,0.000144134
G544,AK4,AK4,adenylate kinase 4,Cytoplasm,kinase,3.905478185,4.991304418,2.122590745,1.085826233,1.58E-05,0.000371507
G21534,SLC4A4,SLC4A4,solute carrier family 4 member 4,Plasma Membrane,transporter,2.800136042,3.884565778,2.120537117,1.084429735,9.34E-05,0.001075023
G10676,LINC01139,LINC01139,long intergenic non-protein coding RNA 1139,Other,other,3.580917348,4.664824752,2.119769511,1.083907405,1.95E-06,0.000123721
G2317,C3orf58,DIPK2A,divergent protein kinase domain 2A,Cytoplasm,other,4.446732837,5.530449368,2.119489076,1.083716531,2.02E-05,0.00041999
G6822,FOXN2,FOXN2,forkhead box N2,Nucleus,transcription regulator,5.959774065,7.042631847,2.118227849,1.082857782,4.05E-08,1.86E-05
G25722,ZDHHC22,ZDHHC22,zinc finger DHHC-type palmitoyltransferase 22,Other,other,5.763714637,6.842630141,2.112447525,1.078915504,1.73E-06,0.000114403
G17691,PBXIP1,PBXIP1,PBX homeobox interacting protein 1,Nucleus,transcription regulator,2.5,3.57649812,2.108910865,1.07649812,8.84E-05,0.00104049
G23390,TENM1,TENM1,teneurin transmembrane protein 1,Plasma Membrane,transmembrane receptor,4.639743501,5.715465052,2.107775994,1.075721551,2.22E-05,0.000441925
G6874,FRMD6,FRMD6,FERM domain containing 6,Cytoplasm,other,3.236362575,4.310051789,2.104808842,1.073689214,5.02E-05,0.000738438
G13126,44996,#N/A,#N/A,#N/A,#N/A,3.432959591,4.504378092,2.101498609,1.071418501,0.001268111,0.00587757
G7012,GABRG2,GABRG2,gamma-aminobutyric acid type A receptor subunit gamma2,Plasma Membrane,ion channel,2.599208843,3.670197449,2.100872496,1.070988606,0.000108428,0.001183154
G5371,E2F1,E2F1,E2F transcription factor 1,Nucleus,transcription regulator,2.771400646,3.841418699,2.099459638,1.070018053,8.98E-05,0.001049333
G3583,CHST9,CHST9,carbohydrate sulfotransferase 9,Cytoplasm,enzyme,2.5,3.5663578,2.094139862,1.0663578,0.002626927,0.009760869
G13429,MGAT4A,MGAT4A,"alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A",Cytoplasm,enzyme,5.517745203,6.582753985,2.092182615,1.065008782,0.000307552,0.002288286
G3548,CHRM3,CHRM3,cholinergic receptor muscarinic 3,Plasma Membrane,G-protein coupled receptor,2.996257467,4.060987672,2.091778664,1.064730205,9.86E-05,0.001114128
G12637,LOXL1-AS1,LOXL1-AS1, ,Other,other,2.5,3.564189305,2.090994555,1.064189305,0.001445474,0.006467507
G3809,CNGA3,CNGA3,cyclic nucleotide gated channel subunit alpha 3,Plasma Membrane,ion channel,5.571589738,6.634541969,2.089202349,1.062952231,1.96E-06,0.000123721
G16689,NRARP,NRARP,NOTCH regulated ankyrin repeat protein,Nucleus,transcription regulator,2.865487762,3.92590145,2.085529454,1.060413687,0.000258821,0.002029174
G1352,ATL2,ATL2,atlastin GTPase 2,Cytoplasm,other,6.452603674,7.510585994,2.082017681,1.05798232,9.42E-07,8.29E-05
G12692,LRP10,LRP10,LDL receptor related protein 10,Plasma Membrane,transmembrane receptor,3.010219083,4.066431733,2.079465357,1.05621265,0.000175288,0.001567478
G8292,HMGB2,HMGB2,high mobility group box 2,Nucleus,transcription regulator,4.292093204,5.347498921,2.078302588,1.055405717,0.00039959,0.002741214
G3295,CEBPZOS,CEBPZOS,CEBPZ opposite strand,Other,other,6.643315505,7.697267253,2.076209101,1.053951749,4.40E-06,0.000194295
G22354,SOX1,SOX1,SRY-box transcription factor 1,Nucleus,transcription regulator,2.5,3.54997088,2.070488056,1.04997088,0.000252063,0.001996385
G22546,SPOCK3,SPOCK3,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3",Extracellular Space,other,4.904846047,5.953828888,2.069070553,1.04898284,0.00014223,0.001396733
G23479,TGFB3,TGFB3,transforming growth factor beta 3,Extracellular Space,growth factor,2.841888233,3.889910353,2.067693174,1.04802212,1.55E-05,0.000368183
G18400,PLTP,PLTP,phospholipid transfer protein,Extracellular Space,enzyme,2.849034863,3.897034947,2.067661593,1.048000084,8.16E-05,0.000995254
G15661,MRPL33,MRPL33,mitochondrial ribosomal protein L33,Cytoplasm,other,4.127437208,5.174757863,2.066688069,1.047320655,3.22E-05,0.000547537
G9924,LARGE,LARGE1,LARGE xylosyl- and glucuronyltransferase 1,Cytoplasm,enzyme,6.294079838,7.334988864,2.057523667,1.040909026,1.17E-05,0.000316854
G19266,PTPRZ1,PTPRZ1,protein tyrosine phosphatase receptor type Z1,Plasma Membrane,phosphatase,3.821631209,4.862007245,2.056763676,1.040376036,0.000668973,0.003848459
G19679,RBP1,RBP1,retinol binding protein 1,Extracellular Space,transporter,4.375001443,5.410940391,2.050447702,1.035938947,2.48E-07,4.52E-05
G18412,PLXND1,PLXND1,plexin D1,Plasma Membrane,transmembrane receptor,3.579868531,4.615690589,2.050281578,1.035822058,4.53E-05,0.000688365
G4056,CPNE4,CPNE4,copine 4,Cytoplasm,other,2.783189736,3.818475639,2.049519766,1.035285904,1.49E-05,0.000360895
G9276,KCNIP2,KCNIP2,potassium voltage-gated channel interacting protein 2,Plasma Membrane,transporter,3.458594585,4.493811765,2.049422138,1.03521718,0.000362853,0.002570227
G20367,RPS27L,RPS27L,ribosomal protein S27 like,Cytoplasm,translation regulator,2.633899025,3.664562038,2.042962911,1.030663013,8.02E-05,0.000982024
G13396,MFAP4,MFAP4,microfibril associated protein 4,Extracellular Space,other,2.5,3.530598313,2.042871293,1.030598313,0.001948559,0.007931995
G18883,PRKCA,PRKCA,protein kinase C alpha,Cytoplasm,kinase,5.012686347,6.043094075,2.04260144,1.030407728,0.00043281,0.002881448
G550,AKAP1,AKAP1,A-kinase anchoring protein 1,Cytoplasm,other,6.923935377,7.953367025,2.041219951,1.029431648,1.33E-05,0.000337411
