PG.ProteinGroups,PG.Genes,ConditionNorm_N40_N_2,ConditionNorm_N40_N_3,ConditionNorm_N40_N_4,ConditionNorm_N40_N_5,ConditionNorm_N41_N_1,ConditionNorm_N41_N_2,ConditionNorm_N41_N_3,ConditionNorm_N41_N_4,ConditionNorm_N41_N_5,MedianConditionNormN40N,MedianConditionNormN41N,logFC,AveExpr,t,P.Value,adj.P.Val,B,mass,neglog(adj.P.Val),TotalPeptidesOverallInGene,NES Assoc
O15027,SEC16A,0.109719681,0.119073762,0.094805337,0.075551432,0.233842879,0.229458171,0.246057247,0.189273314,0.224990265,0.102262509,0.229458171,-0.12487035,0.162222728,-8.303567705,0.000115149,0.001424642,0.788744751,"233,517",2.846294186,45,1
P49006,MARCKSL1,0.242267217,0.179878048,0.226555811,0.244137213,0.350654222,0.393527451,0.388199542,0.418491746,0.311079651,0.234411514,0.388199542,-0.164508668,0.305463906,-8.297474626,0.000115653,0.001427668,0.783793718,"19,529",2.845372642,4,1
Q6DN90,IQSEC1,0.189159207,0.16310129,0.210861285,0.178640139,0.293772539,0.336440722,0.299080088,0.287585107,0.234968456,0.183899673,0.293772539,-0.118779134,0.244830047,-8.253362982,0.000119371,0.00146126,0.747858583,"108,314",2.835272592,21,1
P04049,RAF1,1.00E-07,0.076837474,1.00E-07,0.082540151,0.38302515,0.433396776,0.27335289,0.406613107,0.305368142,0.038418787,0.38302515,-0.334252525,0.206970719,-8.232925758,0.00012114,0.001471825,0.731154872,"73,052",2.832143848,15,1
Q9C0C9,UBE2O,0.070259418,0.085593878,0.082505633,0.053054275,0.173705876,0.137530015,0.15586883,0.155432299,0.154128589,0.076382525,0.155432299,-0.082780954,0.114243778,-8.186497588,0.000125271,0.001511847,0.693078696,"141,293",2.820492097,43,1
Q9BWE0,REPIN1,0.077892802,0.013575818,0.047976394,1.00E-07,0.238050225,0.369459189,0.271587383,0.31047942,0.27833635,0.030776106,0.27833635,-0.262532776,0.166127666,-8.174700487,0.000126346,0.001519084,0.683374978,"63,575",2.818418333,9,1
O14617,AP3D1,0.064100939,0.054997284,0.082854003,0.073348674,0.149759894,0.126747309,0.146220248,0.126218689,0.145822056,0.068724807,0.145822056,-0.06841131,0.10303088,-8.152357399,0.000128411,0.001533968,0.664964505,"130,158",2.814183615,49,1
Q86VW0,SESTD1,0.458902493,0.41622533,0.408381842,0.409669922,0.62261344,0.737705103,0.677202779,0.617754126,0.636463766,0.412947626,0.636463766,-0.240523965,0.543556879,-8.149816619,0.000128649,0.00153482,0.662868259,"79,348",2.813942543,12,1
Q16658,FSCN1,0.018328491,0.029514739,1.00E-07,1.00E-07,0.095266048,0.154187231,0.137199016,0.154709297,0.129584436,0.009164296,0.137199016,-0.12337954,0.073650628,-8.101422661,0.000133266,0.001573657,0.622836768,"54,530",2.803090055,33,1
Q96AG4,LRRC59,0.054249548,0.052298641,0.054302832,0.054760065,0.086209825,0.098360012,0.102701295,0.114766161,0.103787637,0.05427619,0.102701295,-0.046606552,0.077206047,-8.097218772,0.000133675,0.001574475,0.619349905,"34,930",2.802864136,13,1
Q9H4M9,EHD1,0.13123205,0.130679691,0.104592215,0.17260892,0.253007595,0.249908392,0.248081628,0.277328328,0.244819427,0.13095587,0.249908392,-0.122303267,0.195929852,-8.090520624,0.000134332,0.00158019,0.61379109,"60,627",2.801290621,22,1
P11274,BCR,0.170531767,0.170198573,0.123241312,0.203140795,0.307501385,0.317387339,0.287553181,0.324944619,0.285517426,0.17036517,0.307501385,-0.142568519,0.238062371,-8.04460553,0.000138929,0.001617811,0.575582545,"142,819",2.791072212,40,1
Q9BRP1,PDCD2L,0.024075488,1.00E-07,1.00E-07,1.00E-07,0.085135677,0.109449051,0.072270682,0.112751258,0.108870869,1.00E-07,0.108870869,-0.08888272,0.050460307,-8.02120157,0.000141342,0.001631523,0.556036994,"39,417",2.787406881,8,1
Q92540,SMG7,0.207104167,0.180851772,0.154831229,0.147681907,0.358462042,0.338467479,0.366776102,0.291650612,0.346410565,0.167841501,0.346410565,-0.16622179,0.255728164,-7.966488178,0.000147172,0.001674967,0.510158519,"127,282",2.775993851,12,1
Q8NC60,NOA1,0.210267698,0.153121909,0.176903403,0.161143016,0.341294078,0.378298003,0.295963438,0.334372382,0.343320027,0.169023209,0.341294078,-0.162122969,0.256420491,-7.954359251,0.000148501,0.001686779,0.499952811,"78,458",2.772941827,19,1
Q86UU0,BCL9L,0.062048185,0.098608989,0.159471078,0.181197397,0.338013628,0.446289372,0.407152111,0.43653163,0.450890863,0.129040033,0.43653163,-0.281665273,0.266164049,-7.935212482,0.000150627,0.001696343,0.483815824,"157,129",2.770486428,4,1
Q9H8M2,BRD9,0.084121997,0.140358483,0.117071708,0.143050675,0.302041818,0.351813496,0.32314806,0.255634819,0.262829252,0.128715096,0.302041818,-0.187008832,0.214655132,-7.916881681,0.000152695,0.001703457,0.468336374,"67,000",2.768668854,15,1
Q3KP31,ZNF791,2.362935441,1.858815936,2.360567832,2.321900703,3.092781297,3.278787631,3.301115482,3.32663917,3.390153152,2.341234267,3.301115482,-1.023775917,2.737942936,-7.915011042,0.000152908,0.001703457,0.46675505,"66,872",2.768668854,2,1
Q9P270,SLAIN2,0.351743972,0.346101128,0.357598439,0.338404671,0.495811967,0.42567738,0.464973894,0.477375996,0.447047348,0.34892255,0.464973894,-0.117497757,0.407210931,-7.887132163,0.000156121,0.00171845,0.443151333,"62,543",2.764863171,17,1
Q9Y6R0,NUMBL,0.447550078,0.515290229,0.494172358,0.477835425,0.709467808,0.916656676,0.848789466,0.845267913,0.839801901,0.486003891,0.845267913,-0.346333443,0.656878744,-7.838597402,0.000161901,0.001763223,0.401894838,"64,891",2.753692734,16,1
Q03426,MVK,1.00E-07,1.00E-07,0.006235067,1.00E-07,0.053432725,0.029131088,0.039552921,0.042258469,0.012861118,1.00E-07,0.039552921,-0.039534959,0.021326321,-7.764038397,0.000171262,0.0018325,0.338106165,"42,451",2.736956087,10,1
Q9H8Y5,ANKZF1,0.104845489,0.126056812,0.10842708,0.087896553,0.208626,0.24499532,0.280350819,0.220174859,0.270891306,0.106636284,0.24499532,-0.131730266,0.172671616,-7.698273424,0.000180035,0.001898061,0.281423805,"80,927",2.721689937,15,1
Q9UPQ0,LIMCH1,0.359226649,0.349836188,0.3210226,0.368144674,0.483368473,0.591947571,0.583961916,0.59658679,0.581673659,0.354531418,0.583961916,-0.21440866,0.456761858,-7.684288384,0.000181965,0.001906773,0.269319296,"121,867",2.719700911,21,1
O76094,SRP72,0.060461151,0.052370033,0.052487785,0.054155215,0.090798234,0.094413054,0.117007319,0.099722347,0.099029563,0.0533215,0.099029563,-0.045616692,0.077676892,-7.683332643,0.000182098,0.001906773,0.268491417,"74,606",2.719700911,32,1
Q5JTW2,CEP78,0.530953827,0.525523229,0.517231849,0.541595309,0.623390568,0.607500392,0.585806638,0.630636006,0.604208299,0.528238528,0.607500392,-0.083007348,0.570329727,-7.679008812,0.000182701,0.001910916,0.26474499,"76,396",2.718758426,9,1
O00213,APBB1,1.402815159,1.296208131,1.309607252,1.281885186,1.734063022,1.902623538,1.652457137,1.742807762,1.85555284,1.302907691,1.742807762,-0.435358933,1.540308398,-7.630124724,0.00018967,0.001959433,0.222269088,"77,244",2.70786958,8,1
Q16643,DBN1,0.065088548,0.070287637,0.051084242,0.032036947,0.11912518,0.126216699,0.116070747,0.132869483,0.119996177,0.058086395,0.119996177,-0.068946184,0.089097435,-7.619207922,0.000191268,0.00196496,0.212753183,"71,429",2.706646194,36,1
Q9BW83,IFT27,1.00E-07,0.047442803,0.004184415,1.00E-07,0.099903453,0.147115198,0.143632573,0.123495129,0.156077424,0.002092257,0.143632573,-0.115629733,0.070721721,-7.534935555,0.000204131,0.002056087,0.138921066,"20,480",2.686958421,8,1
Q8ND24,RNF214,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.029694341,0.032233123,0.039684554,0.05339097,0.050897286,1.00E-07,0.039684554,-0.038750647,0.019375424,-7.482342715,0.000212658,0.002107437,0.092505275,"77,667",2.676245465,25,1
P21283,ATP6V1C1,0.060373222,0.08189472,0.08551496,0.053203732,0.016499724,1.00E-07,0.00794722,1.00E-07,0.031815831,0.071133971,0.00794722,0.064134872,0.038179222,7.467445581,0.000215147,0.0021264,0.079310108,"43,942",2.672354973,23,1
Q86UL8,MAGI2,0.520217867,0.455988376,0.422646249,0.599702935,0.197290379,0.031572019,1.00E-07,1.00E-07,0.149817554,0.488103122,0.031572019,0.442423207,0.278427253,7.466762734,0.000215262,0.0021264,0.078704768,"158,754",2.672354973,6,1
O60507,TPST1,0.10396673,0.300021259,0.241076267,0.277844798,0.658546441,0.599719642,0.534513963,0.572626464,0.482606423,0.259460533,0.572626464,-0.360624364,0.411039445,-7.297827519,0.000245955,0.00236602,-0.07243538,"42,188",2.625981642,5,1
Q9UG63,ABCF2,0.148680877,0.17371542,0.137386817,0.175933252,0.239454372,0.225160194,0.25554531,0.257227422,0.254174599,0.161198148,0.254174599,-0.085417733,0.201637958,-7.28698154,0.00024809,0.002372122,-0.082233792,"71,290",2.624863039,30,1
O60268,KIAA0513,1.00E-07,0.243595767,1.00E-07,1.00E-07,0.503676899,0.611221872,0.614923243,0.48197431,0.339035284,1.00E-07,0.503676899,-0.492050064,0.306924049,-7.247575935,0.000256027,0.002413074,-0.117931015,"46,639",2.617429309,6,1
Q14686,NCOA6,1.00E-07,0.051428408,1.00E-07,1.00E-07,0.16318352,0.13425095,0.189674486,0.227994257,0.074256431,1.00E-07,0.16318352,-0.165918626,0.09581649,-7.235287523,0.000258561,0.002429527,-0.129094425,"219,145",2.614478216,8,1
Q8NCF5,NFATC2IP,0.008146057,0.121698012,0.059185296,1.00E-07,0.259329246,0.398852621,0.398174847,0.339559549,0.387896451,0.033665676,0.387896451,-0.301721699,0.198118216,-7.211816137,0.000263481,0.002459091,-0.15045873,"45,817",2.609225388,5,1
P61764,STXBP1,0.156352305,0.131485691,0.135262031,0.136002251,0.190955408,0.197301528,0.179088756,0.202664762,0.174565383,0.135632141,0.190955408,-0.052727044,0.166139091,-7.186106717,0.000268993,0.002486804,-0.173923231,"67,569",2.604358456,33,1
O15014,ZNF609,0.023881769,0.046414235,0.036537225,0.035042018,0.131861733,0.171321548,0.124706035,0.107780243,0.12333275,0.035789622,0.124706035,-0.098448578,0.084693101,-7.155724903,0.000275676,0.002526165,-0.201737549,"151,191",2.597538277,22,1
Q9UPQ3,AGAP1,0.067049753,0.133021091,0.072916017,0.089757464,0.212993565,0.184797867,0.219413733,0.207663985,0.199079766,0.081336741,0.207663985,-0.115531206,0.148451685,-7.150605873,0.000276821,0.002531636,-0.206433123,"94,470",2.596598777,7,1
P11171,EPB41,0.06620243,0.083180131,0.084813415,0.082287224,0.147958998,0.177371021,0.140156848,0.187393137,0.192768984,0.082733677,0.177371021,-0.084099201,0.1211704,-7.144321136,0.000278233,0.002539532,-0.212201589,"97,017",2.595246378,29,1
P18031,PTPN1,0.111247207,0.103700239,0.103879094,0.105851632,0.146282181,0.154760383,0.137499144,0.132181162,0.143788749,0.104865363,0.143788749,-0.036511174,0.12442513,-7.117384083,0.000284382,0.002583344,-0.236971069,"49,967",2.587817794,21,1
Q7Z6E9,RBBP6,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.131199884,0.070052009,0.098967091,0.139995521,0.131665678,1.00E-07,0.131199884,-0.110053526,0.055026863,-7.117174674,0.00028443,0.002583344,-0.237163915,"201,564",2.587817794,28,1
Q01780,EXOSC10,0.12337073,0.097466712,0.101027798,0.113634221,0.182749364,0.154759682,0.173032285,0.161608779,0.188044051,0.107331009,0.173032285,-0.059162662,0.138456196,-7.11436683,0.00028508,0.00258417,-0.239750107,"100,831",2.587678978,42,1
Q96JA3,PLEKHA8,0.056385735,0.260002329,0.018099627,0.118940687,1.033608229,0.74917417,0.668258801,1.056788661,1.112606204,0.087663211,1.033608229,-0.763600371,0.49515728,-7.051864084,0.000299995,0.002669634,-0.297526721,"58,261",2.573548307,6,1
Q96SU4,OSBPL9,0.046276524,0.052073274,0.082401864,0.080211519,0.183390328,0.141525721,0.184869616,0.149771676,0.223374544,0.066142397,0.183390328,-0.09964854,0.115065065,-7.041830995,0.00030247,0.002682015,-0.306838382,"83,185",2.571538764,19,1
Q9Y216,MTMR7,0.168230991,1.00E-07,1.00E-07,1.00E-07,7.608407474,15.81476877,14.64119753,15.80665446,7.65035837,1.00E-07,14.64119753,-13.42569923,6.754907439,-7.0407627,0.000302735,0.002682015,-0.30783047,"75,833",2.571538764,14,1
Q68EM7,ARHGAP17,0.048383031,0.025288292,0.042645996,0.062680192,0.12622482,0.118178631,0.125943894,0.095370069,0.133786149,0.045514514,0.125943894,-0.071679976,0.080589366,-6.977369238,0.000318944,0.002776795,-0.366912601,"95,437",2.556456119,26,1
O14530,TXNDC9,0.495049605,0.492580434,0.497896116,0.677172536,0.866470689,0.929237675,0.900780618,1.037801057,0.864205372,0.49647286,0.900780618,-0.392897837,0.737123591,-6.927471026,0.000332399,0.002856281,-0.413710881,"26,534",2.54419902,7,1
Q75N90,FBN3,0.111619605,0.067845613,0.047405402,1.00E-07,0.272176663,0.302204531,0.369702877,0.241231898,0.122539689,0.057625508,0.272176663,-0.239611312,0.176523336,-6.901641411,0.000339617,0.002895446,-0.438038244,"300,356",2.53828459,3,1
Q8IVD9,NUDCD3,0.224377611,0.216852551,0.200371724,0.232701469,0.321810546,0.274344802,0.295117199,0.299620736,0.325677653,0.220615081,0.299620736,-0.079147482,0.25814958,-6.860903182,0.000351366,0.002968115,-0.476550094,"40,822",2.527519288,14,1
Q96RK0,CIC,0.272983502,0.218215654,0.298092696,0.20190704,0.442569605,0.468700319,0.578687661,0.551002281,0.535056442,0.245599578,0.535056442,-0.262440244,0.379019845,-6.859938069,0.00035165,0.002968115,-0.477464593,"163,820",2.527519288,6,1
Q96C34,RUNDC1,0.565010346,0.825851511,0.699476405,0.837980844,1.00E-07,1.00E-07,0.302547389,1.00E-07,0.324512604,0.762663958,1.00E-07,0.656442854,0.403858349,6.85968342,0.000351725,0.002968115,-0.477705904,"67,643",2.527519288,3,1
Q9Y294,ASF1A,0.374933002,0.463122552,0.389867297,0.434584367,0.645762156,0.550778201,0.616919571,0.602229403,0.660813436,0.412225832,0.616919571,-0.188295528,0.509774569,-6.857170669,0.000352465,0.002968115,-0.480087408,"22,969",2.527519288,3,1
O95757,HSPA4L,0.073465515,0.10676331,0.100111586,0.085096386,0.03909283,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.092603986,1.00E-07,0.081585917,0.050566241,6.846175825,0.000355727,0.002987328,-0.490515855,"94,512",2.524717082,26,1
Q6DKJ4,NXN,0.164094234,0.151157782,0.191702023,0.179264277,0.226929539,0.238708498,0.248640482,0.253916201,0.259520656,0.171679256,0.248640482,-0.070494101,0.20680163,-6.836333686,0.000358675,0.003004676,-0.499861883,"48,392",2.522202375,18,1
Q9UHQ1,NARF,0.154596596,0.182337125,0.192686653,0.236853167,0.343215702,0.383126171,0.47179952,0.419698811,0.467294929,0.187511889,0.419698811,-0.212841666,0.298039218,-6.828138292,0.000361152,0.003011008,-0.507652049,"51,156",2.521288021,11,1
Q92777,SYN2,1.00E-07,0.1247245,1.00E-07,0.093645904,0.460275133,0.296741302,0.334521432,0.390848937,0.62253795,0.046823002,0.390848937,-0.31600405,0.212594676,-6.815272353,0.000365079,0.003035539,-0.51989628,"62,996",2.517764248,4,1
Q96GX2,ATXN7L3B,0.367869153,0.331978942,0.148482169,0.411906721,1.183528974,0.998068422,0.809330015,0.888355402,0.870104089,0.349924047,0.888355402,-0.654761457,0.642439975,-6.800873199,0.000369532,0.003067047,-0.533620631,"10,771",2.513279608,2,1
Q8TDY2,RB1CC1,0.035324052,1.00E-07,1.00E-07,0.051693953,0.179301837,0.196486092,0.174802828,0.114909818,0.11214576,0.017662076,0.174802828,-0.144620592,0.094064847,-6.791307476,0.000372524,0.003084104,-0.54275035,"183,091",2.510871011,30,1
O94808,GFPT2,1.00E-07,1.00E-07,0.002488764,0.018379459,0.09808014,0.053715139,0.100387547,0.105987492,0.081803605,0.001244432,0.09808014,-0.084325474,0.047379843,-6.784462066,0.000374682,0.003093136,-0.54928978,"76,931",2.509601007,20,1
Q93074,MED12,0.193941526,0.179530276,0.141312543,0.177990164,0.26653287,0.260976037,0.244992901,0.245477824,0.28843795,0.17876022,0.260976037,-0.081301281,0.213844268,-6.732343231,0.000391589,0.003175535,-0.599244603,"243,081",2.498183035,32,1
Q9H7X3,ZNF696,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.850855365,1.813728142,1.861383483,1.796960924,1.285816909,1.00E-07,1.796960924,-1.580731879,0.790366039,-6.711806264,0.000398488,0.003217833,-0.619009654,"40,575",2.49243651,3,1
Q9H981,ACTR8,0.268428897,0.181342027,0.247925211,0.313851668,0.434500819,0.453850473,0.421423839,0.432204135,0.476525748,0.258177054,0.434500819,-0.182607866,0.344190884,-6.661452774,0.000415995,0.003321497,-0.667665178,"70,484",2.478666091,14,1
O75153,CLUH,0.119680615,0.139648615,0.125998077,0.125580387,0.176914907,0.234455911,0.222473062,0.211574446,0.208623714,0.125789232,0.211574446,-0.083627658,0.169540752,-6.599501737,0.000438747,0.003454693,-0.727909485,"146,670",2.461590593,36,1
P16298,PPP3CB,0.050090943,0.035702699,0.004406781,0.030215027,0.161326883,0.16393365,0.101617211,0.135058133,0.117142679,0.032958863,0.135058133,-0.110380107,0.085293916,-6.574999698,0.000448134,0.003508384,-0.751853819,"59,024",2.45489292,8,1
Q86T24,ZBTB33,0.639262488,0.749207655,0.865741145,0.841108442,1.12606813,1.161823193,1.077185008,1.203651199,1.31766765,0.795158049,1.161823193,-0.36835195,0.958005908,-6.573055838,0.000448888,0.003508384,-0.753756295,"74,484",2.45489292,8,1
Q9UPN7,PPP6R1,0.090025688,0.013304656,0.090845566,0.071497735,0.209546446,0.20560401,0.16915218,0.196276762,0.213049359,0.080761712,0.20560401,-0.128726439,0.13078163,-6.525174917,0.000467933,0.003632667,-0.800751217,"96,724",2.439774432,20,1
Q49A26,GLYR1,0.039688467,0.095867667,0.030843577,0.089101965,0.162569391,0.184214776,0.202922755,0.214788608,0.202184127,0.064395216,0.202184127,-0.127248463,0.127499651,-6.513250913,0.000472817,0.003661726,-0.812494582,"60,556",2.43631412,25,1
Q15459,SF3A1,0.096706818,0.085580994,0.0937959,0.078487144,0.124237222,0.1198462,0.112131244,0.121314615,0.115820672,0.089688447,0.1198462,-0.030739606,0.104012517,-6.480483498,0.000486541,0.003736343,-0.844848181,"88,886",2.427553315,36,1
Q9Y6X8,ZHX2,0.144601311,0.319751843,0.247351966,0.265674566,0.490069034,0.613453105,0.505812647,0.61786346,0.291591371,0.256513266,0.505812647,-0.31245464,0.400572242,-6.455413832,0.000497346,0.003803526,-0.86968334,"92,307",2.419813604,18,1
Q9UK58,CCNL1,0.055136127,0.054332899,0.055476338,0.033526865,0.002789826,0.010153448,0.007547912,0.018914534,0.013291598,0.054734513,0.010153448,0.039766627,0.029734744,6.450844825,0.000499345,0.003810877,-0.874217302,"59,634",2.418975042,8,1
Q9P1F3,ABRACL,0.018484392,0.006622689,0.026935794,0.018583519,0.06017506,0.110357219,0.089251143,0.088298397,0.11040903,0.018533956,0.089251143,-0.069363856,0.052338527,-6.448948105,0.000500177,0.003812561,-0.876100172,"9,056",2.418783149,4,1
Q4VCS5,AMOT,2.308243131,2.153043606,2.286141232,2.365959347,3.006313254,2.99653598,3.484309961,2.950257047,2.255260475,2.297192182,2.99653598,-0.831007232,2.693850445,-6.444697041,0.000502048,0.00382356,-0.880321682,"118,085",2.417532085,6,1
P41240,CSK,0.148725822,0.154464575,0.149369152,0.136206485,0.18151736,0.210531331,0.216918502,0.220595634,0.227475639,0.149047487,0.216918502,-0.060199198,0.177291108,-6.418665461,0.000513681,0.003894294,-0.90621727,"50,704",2.409571253,19,1
P02786,TFRC,0.038949467,0.08626897,0.055363852,0.069276136,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.062319994,1.00E-07,0.062464506,0.031232353,6.406356095,0.000519289,0.003921279,-0.918489324,"84,871",2.40657222,27,1
O94966,USP19,0.141111819,0.128911657,0.166643234,0.155130415,0.288445709,0.448588149,0.339232431,0.392075044,0.418082542,0.148121117,0.392075044,-0.219136052,0.257517307,-6.403850933,0.000520438,0.003924936,-0.92098902,"145,651",2.406167399,25,1
Q8NHM5,KDM2B,0.119792931,0.110468973,0.141123008,0.125363483,1.00E-07,1.00E-07,0.06554003,0.005474145,0.05056067,0.122578207,0.005474145,0.106433505,0.070970346,6.38876529,0.000527423,0.003955028,-0.936056986,"152,615",2.402850444,22,1
P59923,ZNF445,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.399858429,0.897629484,0.888658733,0.920908545,0.631214256,1.00E-07,0.888658733,-0.776763698,0.388381949,-6.38749772,0.000528014,0.003956256,-0.937324263,"118,963",2.402715585,8,1
O94972,TRIM37,1.442932934,1.332659629,1.273252045,1.366710298,2.046198612,2.154943265,2.611990665,2.041331109,1.756225818,1.349684963,2.046198612,-0.859727186,1.78375232,-6.357648276,0.000542168,0.004032892,-0.967220322,"107,906",2.394383414,2,1
Q5TAX3,ZCCHC11,,,,,,,,,,,,-0.061667144,0.037949662,-6.354996326,0.000543446,0.00403915,-0.969881391,"185,166",2.393710026,,1
Q96RR4,CAMKK2,0.14930509,0.06826294,0.125520608,0.093327756,1.00E-07,1.00E-07,1.00E-07,1.00E-07,1.00E-07,0.109424182,1.00E-07,0.109103998,0.054552099,6.337417569,0.000552005,0.004077682,-0.987541184,"64,746",2.389586692,8,1
Q9H3U1,UNC45A,0.20543016,0.137263879,0.177867686,0.172956266,0.259691982,0.31934085,0.284147943,0.286233785,0.31341489,0.175411976,0.286233785,-0.113974143,0.230366569,-6.336059248,0.000552673,0.004078225,-0.988907259,"103,077",2.389528787,36,1
Q8TAP6,CEP76,0.233678555,0.265859209,0.235241734,0.35200858,0.449701695,0.617025414,0.594710048,0.560736701,0.49001857,0.250550472,0.560736701,-0.283846445,0.413620242,-6.332863664,0.000554248,0.004086582,-0.992121927,"74,413",2.388639746,8,1
P49815,TSC2,0.272707298,0.243981291,0.227854588,0.272471653,0.332219596,0.339788754,0.342131052,0.314336869,0.347330369,0.258226472,0.339788754,-0.077865361,0.293186388,-6.311837219,0.000564736,0.004148247,-1.01330355,"200,608",2.382135419,50,1
Q147X3,NAA30,0.13575332,0.126406181,0.113787956,0.138374808,0.069413349,1.00E-07,1.00E-07,1.00E-07,0.046332404,0.13107975,1.00E-07,0.111227154,0.072966989,6.311601829,0.000564854,0.004148247,-1.013540969,"39,320",2.382135419,8,1
O75150,RNF40,0.074959104,0.129672833,0.098933374,0.096081204,0.209899541,0.17050158,0.213719926,0.18215927,0.244319774,0.097507289,0.209899541,-0.094158451,0.146990854,-6.307289746,0.000567033,0.004160945,-1.017891356,"113,650",2.380808044,31,1
